1	1	RD	NPN	11	Ταῦτα	ταυτα	ταυτα	οὗτος	Tau~ta	tauta	tauta	ou~(toj	ou(=toj				TAU=TA	OU(=TOS
1	5	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	5	N2	DSF	13698	Αἰγύπτῳ	αἰγυπτω	αιγυπτω	Αἴγυπτος	Ai)gu/ptw|	ai)guptw	aiguptw	Ai/)guptoj	Ai)/guptoj			.	*AI)GU/PTW|	*AI)/GUPTOS
1	5	V9	IAI3P	894593	ἦσαν	ἠσαν	ησαν	εἰμί	h~)san	h)san	hsan	ei)mi/	ei)mi/				H)=SAN	EI)MI/
1	5	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	5	A1S	NPF	13955	πᾶσαι	πασαι	πασαι	πᾶς	pa~sai	pasai	pasai	pa~j	pa=j				PA=SAI	PA=S
1	5	N1	NPF	13954	ψυχαὶ	ψυχαι	ψυχαι	ψυχή	yuxai\	yuxai	yuxai	yuxh/	yuxh/				YUXAI\	YUXH/
1	5	P		8	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k	e)k				E)C	E)K
1	5	N	GSM	9538	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	Iakwb	iakwb	iakwb	I)akw/b	I)akw/b				*IAKWB	*I)AKW/B
1	5	M		7	πέντε	πεντε	πεντε	πέντε	pe/nte	pente	pente	pe/nte	pe/nte				PE/NTE	PE/NTE
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	M		7	ἑβδομήκοντα	ἑβδομηκοντα	εβδομηκοντα	ἑβδομήκοντα	e(bdomh/konta	e(bdomhkonta	ebdomhkonta	e(bdomh/konta	e(bdomh/konta			.	E(BDOMH/KONTA	E(BDOMH/KONTA
1	6	VAI	AAI3S	633473	ἐτελεύτησεν	ἐτελευτησεν	ετελευτησεν	τελευτάω	e)teleu/thsen	e)teleuthsen	eteleuthsen	teleuta/w	teleuta/w				E)TELEU/THSEN	TELEUTA/W
1	6	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	6	N	NSM	9346	Ιωσηφ	ιωσηφ	ιωσηφ	Ἰωσήφ	Iwshf	iwshf	iwshf	I)wsh/f	I)wsh/f				*IWSHF	*IWSHF
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
1	6	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	6	N2	NPM	9858	ἀδελφοὶ	ἀδελφοι	αδελφοι	ἀδελφός	a)delfoi\	a)delfoi	adelfoi	a)delfo/j	a)delfo/j				A)DELFOI\	A)DELFO/S
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	A1S	NSF	13443	πᾶσα	πασα	πασα	πᾶς	pa~sa	pasa	pasa	pa~j	pa=j				PA=SA	PA=S
1	6	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	6	N1A	NSF	13442	γενεὰ	γενεα	γενεα	γενεά	genea\	genea	genea	genea/	genea/				GENEA\	GENEA/
1	6	RD	NSF	11	ἐκείνη	ἐκεινη	εκεινη	ἐκεῖνος	e)kei/nh	e)keinh	ekeinh	e)kei~noj	e)kei=noj			.	E)KEI/NH	E)KEI=NOS
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	7	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	7	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	7	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
1	7	VCI	API3P	903809	ηὐξήθησαν	ηὐξηθησαν	ηυξηθησαν	αὐξάνω	hu)ch/qhsan	hu)chqhsan	huchqhsan	au)ca/nw	au)ca/nw				HU)CH/QHSAN	AU)CA/NW
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	VCI	API3P	903809	ἐπληθύνθησαν	ἐπληθυνθησαν	επληθυνθησαν	πληθύνω	e)plhqu/nqhsan	e)plhqunqhsan	eplhqunqhsan	plhqu/nw	plhqu/nw				E)PLHQU/NQHSAN	PLHQU/NW
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	A1B	NPM	9859	χυδαῖοι	χυδαιοι	χυδαιοι	χυδαῖος	xudai~oi	xudaioi	xudaioi	xudai~oj	xudai=oj				XUDAI=OI	XUDAI=OS
1	7	VBI	AMI3P	899713	ἐγένοντο	ἐγενοντο	εγενοντο	γίνομαι	e)ge/nonto	e)genonto	egenonto	gi/nomai	gi/nomai				E)GE/NONTO	GI/GNOMAI
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	V1	IAI3P	894593	κατίσχυον	κατισχυον	κατισχυον	κατισχύω	kati/sxuon	katisxuon	katisxuon	katisxu/w	katisxu/w				KATI/SXUON	I)SXU/W          KATA
1	7	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra	sfodra	sfodra	sfo/dra	sfo/dra				SFO/DRA	SFO/DRA
1	7	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra	sfodra	sfodra	sfo/dra	sfo/dra			,	SFO/DRA	SFO/DRA
1	7	VAI	AAI3S	633473	ἐπλήθυνεν	ἐπληθυνεν	επληθυνεν	πληθύνω	e)plh/qunen	e)plhqunen	eplhqunen	plhqu/nw	plhqu/nw				E)PLH/QUNEN	PLHQU/NW
1	7	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	7	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	7	N1	NSF	13442	γῆ	γη	γη	γῆ	gh~	gh	gh	gh~	gh=				GH=	GH=
1	7	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)tou/j	au)touj	autouj	au)to/j	au)to/j			.	AU)TOU/S	AU)TO/S
1	8	VHI	AAI3S	633473	Ἀνέστη	ἀνεστη	ανεστη	ἀνίστημι	A)ne/sth	a)nesth	anesth	a)ni/sthmi	a)ni/sthmi				A)NE/STH	I(/STHMI         A)NA
1	8	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	8	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu\j	basileuj	basileuj	basileu/j	basileu/j				BASILEU\S	BASILEU/S
1	8	A1A	NSM	9347	ἕτερος	ἑτερος	ετερος	ἕτερος	e/(teroj	e(teroj	eteroj	e/(teroj	e(/teroj				E(/TEROS	E(/TEROS
1	8	P		8	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/	e)pi/				E)P'	E)PI/
1	8	N2	ASF	13570	Αἴγυπτον	αἰγυπτον	αιγυπτον	Αἴγυπτος	Ai/)gupton	ai)gupton	aigupton	Ai/)guptoj	Ai)/guptoj			,	*AI)/GUPTON	*AI)/GUPTOS
1	8	RR	NSM	14	ὃς	ὁς	ος	ὅς	o\(j	o(j	oj	o/(j	o(/j				O(\S	O(/S
1	8	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	8	VXI	YAI3S	634497	ᾔδει	ἠδει	ηδει	οἶδα	h/)|dei	h)dei	hdei	oi~)da	oi)=da				H)/|DEI	OI)=DA
1	8	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	8	N	ASM	9474	Ιωσηφ	ιωσηφ	ιωσηφ	Ἰωσήφ	Iwshf	iwshf	iwshf	I)wsh/f	I)wsh/f			.	*IWSHF	*IWSHF
1	9	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	ei~)pen	ei)pen	eipen	e/)pw	e)/pw				EI)=PEN	EI)=PON
1	9	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	9	RA	DSN	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
1	9	N3E	DSN	17794	ἔθνει	ἐθνει	εθνει	ἔθνος	e/)qnei	e)qnei	eqnei	e/)qnoj	e)/qnoj				E)/QNEI	E)/QNOS
1	9	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	9	I		6	Ἰδοὺ	ἰδου	ιδου	ἰδού	I)dou\	i)dou	idou	i)dou/	i)dou/				I)DOU\	I)DOU/
1	9	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	9	N3E	NSN	17538	γένος	γενος	γενος	γένος	ge/noj	genoj	genoj	ge/noj	ge/noj				GE/NOS	GE/NOS
1	9	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	9	N2	GPM	10050	υἱῶν	υἱων	υιων	υἱός	ui(w~n	ui(wn	uiwn	ui(o/j	ui(o/j				UI(W=N	UI(O/S
1	9	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
1	9	A1P	NSN	17539	μέγα	μεγα	μεγα	μέγας	me/ga	mega	mega	me/gaj	me/gaj				ME/GA	ME/GAS
1	9	N3E	NSN	17538	πλῆθος	πληθος	πληθος	πλῆθος	plh~qoj	plhqoj	plhqoj	plh~qoj	plh=qoj				PLH=QOS	PLH=QOS
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	V1	PAI3S	631937	ἰσχύει	ἰσχυει	ισχυει	ἰσχύω	i)sxu/ei	i)sxuei	isxuei	i)sxu/w	i)sxu/w				I)SXU/EI	I)SXU/W
1	9	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ	u(pe\r	u(per	uper	u(pe/r	u(pe/r				U(PE\R	U(PE/R
1	9	RP	AP	13	ἡμᾶς	ἡμας	ημας	ἡμᾶς	h(ma~j	h(maj	hmaj	h(ma~j	h(ma=j			·	H(MA=S	E)GW/
1	10	D		9	δεῦτε	δευτε	δευτε	δεῦτε	deu~te	deute	deute	deu~te	deu=te				DEU=TE	DEU=TE
1	10	X		5	οὖν	οὐν	ουν	οὖν	ou~)n	ou)n	oun	ou~)n	ou)=n				OU)=N	OU)=N
1	10	VA	AAS1P	862977	κατασοφισώμεθα	κατασοφισωμεθα	κατασοφισωμεθα	κατασοφίζομαι	katasofisw/meqa	katasofiswmeqa	katasofiswmeqa	katasofi/zomai	katasofi/zomai				KATASOFISW/MEQA	SOFI/ZW          KATA
1	10	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)tou/j	au)touj	autouj	au)to/j	au)to/j			,	AU)TOU/S	AU)TO/S
1	10	D		9	μήποτε	μηποτε	μηποτε	μήποτε	mh/pote	mhpote	mhpote	mh/pote	mh/pote				MH/POTE	MH/POTE
1	10	VC	APS3S	641793	πληθυνθῇ	πληθυνθη	πληθυνθη	πληθύνω	plhqunqh~|	plhqunqh	plhqunqh	plhqu/nw	plhqu/nw				PLHQUNQH=|	PLHQU/NW
1	10	C		4	καί	και	και	καί	kai/	kai	kai	kai/	kai/			,	KAI/	KAI/
1	10	D		9	ἡνίκα	ἡνικα	ηνικα	ἡνίκα	h(ni/ka	h(nika	hnika	h(ni/ka	h(ni/ka				H(NI/KA	H(NI/KA
1	10	X		5	ἂν	ἀν	αν	ἄν	a\)n	a)n	an	a/)n	a)/n				A)\N	A)/N
1	10	VZ	AAS3S	633601	συμβῇ	συμβη	συμβη	συμβαίνω	sumbh~|	sumbh	sumbh	sumbai/nw	sumbai/nw				SUMBH=|	BAI/NW           SUN
1	10	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν	h(mi~n	h(min	hmin	h(mi~n	h(mi=n				H(MI=N	E)GW/
1	10	N2	NSM	9346	πόλεμος	πολεμος	πολεμος	πόλεμος	po/lemoj	polemoj	polemoj	po/lemoj	po/lemoj			,	PO/LEMOS	PO/LEMOS
1	10	VC	FPI3P	903297	προστεθήσονται	προστεθησονται	προστεθησονται	προστίθημι	prosteqh/sontai	prosteqhsontai	prosteqhsontai	prosti/qhmi	prosti/qhmi				PROSTEQH/SONTAI	TI/QHMI          PROS
1	10	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	10	RD	NPM	11	οὗτοι	οὑτοι	ουτοι	οὗτος	ou~(toi	ou(toi	outoi	ou~(toj	ou(=toj				OU(=TOI	OU(=TOS
1	10	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	10	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
1	10	A1A	APM	9987	ὑπεναντίους	ὑπεναντιους	υπεναντιους	ὑπεναντίος	u(penanti/ouj	u(penantiouj	upenantiouj	u(penanti/oj	u(penanti/oj				U(PENANTI/OUS	U(PENANTI/OS
1	10	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	10	VA	AAPNPM	5057473	ἐκπολεμήσαντες	ἐκπολεμησαντες	εκπολεμησαντες	ἐκπολεμέω	e)kpolemh/santej	e)kpolemhsantej	ekpolemhsantej	e)kpoleme/w	e)kpoleme/w				E)KPOLEMH/SANTES	POLEME/W         E)K
1	10	RP	AP	13	ἡμᾶς	ἡμας	ημας	ἡμᾶς	h(ma~j	h(maj	hmaj	h(ma~j	h(ma=j				H(MA=S	E)GW/
1	10	VF	FMI3P	899201	ἐξελεύσονται	ἐξελευσονται	εξελευσονται	ἐξέρχομαι	e)celeu/sontai	e)celeusontai	eceleusontai	e)ce/rxomai	e)ce/rxomai				E)CELEU/SONTAI	E)/RXOMAI        E)K
1	10	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	10	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	10	N1	GSF	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~	gh=			.	GH=S	GH=
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	VHI	AAI3S	633473	ἐπέστησεν	ἐπεστησεν	επεστησεν	ἐπίσταμαι	e)pe/sthsen	e)pesthsen	epesthsen	e)pi/stamai	e)pi/stamai				E)PE/STHSEN	I(/STHMI         E)PI
1	11	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j	au)to/j				AU)TOI=S	AU)TO/S
1	11	N1M	APM	9986	ἐπιστάτας	ἐπιστατας	επιστατας	ἐπιστάτης	e)pista/taj	e)pistataj	epistataj	e)pista/thj	e)pista/thj				E)PISTA/TAS	E)PISTA/THS
1	11	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	11	N2N	GPN	18242	ἔργων	ἐργων	εργων	ἔργον	e/)rgwn	e)rgwn	ergwn	e/)rgon	e)/rgon			,	E)/RGWN	E)/RGON
1	11	C		4	ἵνα	ἱνα	ινα	ἵνα	i/(na	i(na	ina	i/(na	i(/na				I(/NA	I(/NA
1	11	VA	AAS3P	895745	κακώσωσιν	κακωσωσιν	κακωσωσιν	κακόω	kakw/swsin	kakwswsin	kakwswsin	kako/w	kako/w				KAKW/SWSIN	KAKO/W
1	11	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)tou\j	au)touj	autouj	au)to/j	au)to/j				AU)TOU\S	AU)TO/S
1	11	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	11	RA	DPN	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	11	N2N	DPN	18306	ἔργοις	ἐργοις	εργοις	ἔργον	e/)rgoij	e)rgoij	ergoij	e/)rgon	e)/rgon			·	E)/RGOIS	E)/RGON
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	VAI	AAI3P	895617	ᾠκοδόμησαν	ὠκοδομησαν	ωκοδομησαν	οἰκοδομέω	w)|kodo/mhsan	w)kodomhsan	wkodomhsan	oi)kodome/w	oi)kodome/w				W)|KODO/MHSAN	OI)KODOME/W
1	11	N3I	APF	14082	πόλεις	πολεις	πολεις	πόλις	po/leij	poleij	poleij	po/lij	po/lij				PO/LEIS	PO/LIS
1	11	A1A	APF	14083	ὀχυρὰς	ὀχυρας	οχυρας	ὀχυρός	o)xura\j	o)xuraj	oxuraj	o)xuro/j	o)xuro/j				O)XURA\S	O)XURO/S
1	11	RA	DSM	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
1	11	N	DSM	9602	Φαραω	φαραω	φαραω	Φαραώ	Faraw	faraw	faraw	Faraw/	Faraw/			,	*FARAW	*FARAW/
1	11	RA	ASF	10	τήν	την	την	ὁ	th/n	thn	thn	o(	o(				TH/N	O(
1	11	X		5	τε	τε	τε	τε	te	te	te	te	te				TE	TE
1	11	N	ASF	13570	Πιθωμ	πιθωμ	πιθωμ	Πιθωμ	Piqwm	piqwm	piqwm	Piqwm	Piqwm				*PIQWM	*PIQWM
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	N	ASF	13570	Ραμεσση	ραμεσση	ραμεσση	Ραμεσσή	Ramessh	ramessh	ramessh	Ramessh/	Ramessh/				*RAMESSH	*RAMESSH
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	N	ASM	9474	Ων	ων	ων	Ων	Wn	wn	wn	Wn	Wn			,	*WN	*WN
1	11	RR	NSF	14	ἥ	ἡ	η	ὅς	h/(	h(	h	o/(j	o(/j				H(/	O(/S
1	11	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/	ei)mi/				E)STIN	EI)MI/
1	11	N2	GSM	9538	Ἡλίου	ἡλιου	ηλιου	ἥλιος	H(li/ou	h(liou	hliou	h/(lioj	h(/lioj				*H(LI/OU	H(/LIOS
1	11	N3I	NSF	13442	πόλις	πολις	πολις	πόλις	po/lij	polij	polij	po/lij	po/lij			.	PO/LIS	PO/LIS
1	12	D		9	καθότι	καθοτι	καθοτι	καθότι	kaqo/ti	kaqoti	kaqoti	kaqo/ti	kaqo/ti				KAQO/TI	KAQO/TI
1	12	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	12	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)tou\j	au)touj	autouj	au)to/j	au)to/j				AU)TOU\S	AU)TO/S
1	12	V4I	IAI3P	894593	ἐταπείνουν	ἐταπεινουν	εταπεινουν	ταπεινόω	e)tapei/noun	e)tapeinoun	etapeinoun	tapeino/w	tapeino/w			,	E)TAPEI/NOUN	TAPEINO/W
1	12	A1	DSM	9603	τοσούτῳ	τοσουτω	τοσουτω	τοσοῦτος	tosou/tw|	tosoutw	tosoutw	tosou~toj	tosou=toj				TOSOU/TW|	TOSOU=TOS
1	12	A3C	NPMC	42627	πλείους	πλειους	πλειους	πλείων	plei/ouj	pleiouj	pleiouj	plei/wn	plei/wn				PLEI/OUS	POLU/S
1	12	V1I	IMI3P	898689	ἐγίνοντο	ἐγινοντο	εγινοντο	γίνομαι	e)gi/nonto	e)ginonto	eginonto	gi/nomai	gi/nomai				E)GI/NONTO	GI/GNOMAI
1	12	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	12	V1	IAI3P	894593	ἴσχυον	ἰσχυον	ισχυον	ἰσχύω	i/)sxuon	i)sxuon	isxuon	i)sxu/w	i)sxu/w				I)/SXUON	I)SXU/W
1	12	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra	sfodra	sfodra	sfo/dra	sfo/dra				SFO/DRA	SFO/DRA
1	12	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra	sfodra	sfodra	sfo/dra	sfo/dra			·	SFO/DRA	SFO/DRA
1	12	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	12	V1I	IMI3P	898689	ἐβδελύσσοντο	ἐβδελυσσοντο	εβδελυσσοντο	βδελύσσω	e)bdelu/ssonto	e)bdelussonto	ebdelussonto	bdelu/ssw	bdelu/ssw				E)BDELU/SSONTO	BDELU/SSW
1	12	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	12	N2	NPM	9858	Αἰγύπτιοι	αἰγυπτιοι	αιγυπτιοι	Αἰγύπτιος	Ai)gu/ptioi	ai)guptioi	aiguptioi	Ai)gu/ptioj	Ai)gu/ptioj				*AI)GU/PTIOI	*AI)GU/PTIOS
1	12	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
