1	1	VA	AAD2P	895681	Ἀγαπήσατε	ἀγαπησατε	αγαπησατε	ἀγαπάω	A)gaph/sate	a)gaphsate	agaphsate	a)gapa/w	a)gapa/w				*A)GAPH/SATE	A)GAPA/W
1	4	A1B	DSN	17795	κατάχρεῳ	καταχρεω	καταχρεω	κατάχρεος	kata/xrew|	kataxrew	kataxrew	kata/xreoj	kata/xreoj				KATA/XREW|	KATA/XREOS
1	4	N1A	GSF	13634	ἁμαρτίας	ἁμαρτιας	αμαρτιας	ἁμαρτία	a(marti/aj	a(martiaj	amartiaj	a(marti/a	a(marti/a			.	A(MARTI/AS	A(MARTI/A
1	5	A1A	NSN	17539	ἅγιον	ἁγιον	αγιον	ἅγιος	a/(gion	a(gion	agion	a/(gioj	a(/gioj				A(/GION	A(/GIOS
1	5	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	5	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu~ma	pneuma	pneuma	pneu~ma	pneu=ma				PNEU=MA	PNEU=MA
1	5	N1A	GSF	13634	παιδείας	παιδειας	παιδειας	παιδεία	paidei/aj	paideiaj	paideiaj	paidei/a	paidei/a				PAIDEI/AS	PAIDEI/A
1	5	VF	FMI3S	637057	φεύξεται	φευξεται	φευξεται	φεύγω	feu/cetai	feucetai	feucetai	feu/gw	feu/gw				FEU/CETAI	FEU/GW
1	5	N2	ASM	9474	δόλον	δολον	δολον	δόλος	do/lon	dolon	dolon	do/loj	do/loj				DO/LON	DO/LOS
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	VF	FMI3S	637057	ἀπαναστήσεται	ἀπαναστησεται	απαναστησεται	ἀπανίστημι	a)panasth/setai	a)panasthsetai	apanasthsetai	a)pani/sthmi	a)pani/sthmi				A)PANASTH/SETAI	I(/STHMI         A)PO  A)NA
1	5	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	5	N2	GPM	10050	λογισμῶν	λογισμων	λογισμων	λογισμός	logismw~n	logismwn	logismwn	logismo/j	logismo/j				LOGISMW=N	LOGISMO/S
1	5	A1B	GPM	10051	ἀσυνέτων	ἀσυνετων	ασυνετων	ἀσύνετος	a)sune/twn	a)sunetwn	asunetwn	a)su/netoj	a)su/netoj				A)SUNE/TWN	A)SU/NETOS
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	VC	FPI3S	641153	ἐλεγχθήσεται	ἐλεγχθησεται	ελεγχθησεται	ἐλέγχω	e)legxqh/setai	e)legxqhsetai	elegxqhsetai	e)le/gxw	e)le/gxw				E)LEGXQH/SETAI	E)LE/GXW
1	5	VB	AAPGSF	6990785	ἐπελθούσης	ἐπελθουσης	επελθουσης	ἐπέρχομαι	e)pelqou/shj	e)pelqoushj	epelqoushj	e)pe/rxomai	e)pe/rxomai				E)PELQOU/SHS	E)/RXOMAI        E)PI
1	5	N1A	GSF	13634	ἀδικίας	ἀδικιας	αδικιας	ἀδικία	a)diki/aj	a)dikiaj	adikiaj	a)diki/a	a)diki/a			.	A)DIKI/AS	A)DIKI/A
1	6	A1B	NSN	17539	φιλάνθρωπον	φιλανθρωπον	φιλανθρωπον	φιλάνθρωπος	fila/nqrwpon	filanqrwpon	filanqrwpon	fila/nqrwpoj	fila/nqrwpoj				FILA/NQRWPON	FILA/NQRWPOS
1	6	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu~ma	pneuma	pneuma	pneu~ma	pneu=ma				PNEU=MA	PNEU=MA
1	6	N1A	NSF	13442	σοφία	σοφια	σοφια	σοφία	sofi/a	sofia	sofia	sofi/a	sofi/a				SOFI/A	SOFI/A
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	6	VF	FAI3S	632961	ἀθῳώσει	ἀθωωσει	αθωωσει	ἀθῳόω	a)qw|w/sei	a)qwwsei	aqwwsei	a)qw|o/w	a)qw|o/w				A)QW|W/SEI	A)QW|O/W
1	6	A1B	ASN	17667	βλάσφημον	βλασφημον	βλασφημον	βλάσφημος	bla/sfhmon	blasfhmon	blasfhmon	bla/sfhmoj	bla/sfhmoj				BLA/SFHMON	BLA/SFHMOS
1	6	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	6	N3E	GPN	18242	χειλέων	χειλεων	χειλεων	χεῖλος	xeile/wn	xeilewn	xeilewn	xei~loj	xei=loj				XEILE/WN	XEI=LOS
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			·	AU)TOU=	AU)TO/S
1	6	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
1	6	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	6	N2	GPM	10050	νεφρῶν	νεφρων	νεφρων	νεφρός	nefrw~n	nefrwn	nefrwn	nefro/j	nefro/j				NEFRW=N	NEFRO/S
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	6	N3	NSM	9346	μάρτυς	μαρτυς	μαρτυς	μάρτυς	ma/rtuj	martuj	martuj	ma/rtuj	ma/rtuj				MA/RTUS	MA/RTUS
1	6	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
1	6	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo\j	qeoj	qeoj	qeo/j	qeo/j				QEO\S	QEO/S
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	6	N1A	GSF	13634	καρδίας	καρδιας	καρδιας	καρδία	kardi/aj	kardiaj	kardiaj	kardi/a	kardi/a				KARDI/AS	KARDI/A
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	6	N2	NSM	9346	ἐπίσκοπος	ἐπισκοπος	επισκοπος	ἐπίσκοπος	e)pi/skopoj	e)piskopoj	episkopoj	e)pi/skopoj	e)pi/skopoj				E)PI/SKOPOS	E)PISKOPO/S
1	6	A3H	NSM	9347	ἀληθὴς	ἀληθης	αληθης	ἀληθής	a)lhqh\j	a)lhqhj	alhqhj	a)lhqh/j	a)lhqh/j				A)LHQH\S	A)LHQH/S
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	6	N1S	GSF	13634	γλώσσης	γλωσσης	γλωσσης	γλῶσσα	glw/sshj	glwsshj	glwsshj	glw~ssa	glw=ssa				GLW/SSHS	GLW=SSA
1	6	A1	GSF	13635	ἀκουστής	ἀκουστης	ακουστης	ἀκουστός	a)kousth/j	a)kousthj	akousthj	a)kousto/j	a)kousto/j			.	A)KOUSTH/S	A)KOUSTO/S
1	7	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
1	7	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu~ma	pneuma	pneuma	pneu~ma	pneu=ma				PNEU=MA	PNEU=MA
1	7	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj				KURI/OU	KU/RIOS
1	7	VX	XAI3S	633985	πεπλήρωκεν	πεπληρωκεν	πεπληρωκεν	πληρόω	peplh/rwken	peplhrwken	peplhrwken	plhro/w	plhro/w				PEPLH/RWKEN	PLHRO/W
1	7	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	7	V2	PMPASF	6960577	οἰκουμένην	οἰκουμενην	οικουμενην	οἰκουμένη	oi)koume/nhn	oi)koumenhn	oikoumenhn	oi)koume/nh	oi)koume/nh			,	OI)KOUME/NHN	OI)KE/W
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	7	V1	PAPNSN	8988097	συνέχον	συνεχον	συνεχον	συνέχω	sune/xon	sunexon	sunexon	sune/xw	sune/xw				SUNE/XON	E)/XW            SUN
1	7	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	7	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j				PA/NTA	PA=S
1	7	N3I	ASF	13570	γνῶσιν	γνωσιν	γνωσιν	γνῶσις	gnw~sin	gnwsin	gnwsin	gnw~sij	gnw=sij				GNW=SIN	GNW=SIS
1	7	V1	PAI3S	631937	ἔχει	ἐχει	εχει	ἔχω	e/)xei	e)xei	exei	e/)xw	e)/xw				E)/XEI	E)/XW
1	7	N1	GSF	13634	φωνῆς	φωνης	φωνης	φωνή	fwnh~j	fwnhj	fwnhj	fwnh/	fwnh/			.	FWNH=S	FWNH/
1	8	P		8	διὰ	δια	δια	διά	dia\	dia	dia	dia/	dia/				DIA\	DIA/
1	8	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος	tou~to	touto	touto	ou~(toj	ou(=toj				TOU=TO	OU(=TOS
1	8	V1	PMPNSM	4797889	φθεγγόμενος	φθεγγομενος	φθεγγομενος	φθέγγομαι	fqeggo/menoj	fqeggomenoj	fqeggomenoj	fqe/ggomai	fqe/ggomai				FQEGGO/MENOS	FQE/GGOMAI
1	8	A1B	APN	18179	ἄδικα	ἀδικα	αδικα	ἄδικος	a/)dika	a)dika	adika	a/)dikoj	a)/dikoj				A)/DIKA	A)/DIKOS
1	8	A3	NSM	9347	οὐδεὶς	οὐδεις	ουδεις	οὐδείς	ou)dei\j	ou)deij	oudeij	ou)dei/j	ou)dei/j				OU)DEI\S	OU)DEI/S
1	8	D		9	μὴ	μη	μη	μή	mh\	mh	mh	mh/	mh/				MH\	MH/
1	8	VF	FAI3S	632961	λάθῃ	λαθη	λαθη	λανθάνω	la/qh|	laqh	laqh	lanqa/nw	lanqa/nw			,	LA/QH|	LANQA/NW
1	8	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de\	ou)de	oude	ou)de/	ou)de/				OU)DE\	OU)DE/
1	8	D		9	μὴ	μη	μη	μή	mh\	mh	mh	mh/	mh/				MH\	MH/
1	8	VF	FAI3S	632961	παροδεύσῃ	παροδευση	παροδευση	παροδεύω	parodeu/sh|	parodeush	parodeush	parodeu/w	parodeu/w				PARODEU/SH|	O(DEU/W          PARA
1	8	RD	ASM	11	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j	au)to/j				AU)TO\N	AU)TO/S
1	8	V1	PAPNSF	6890945	ἐλέγχουσα	ἐλεγχουσα	ελεγχουσα	ἐλέγχω	e)le/gxousa	e)legxousa	elegxousa	e)le/gxw	e)le/gxw				E)LE/GXOUSA	E)LE/GXW
1	8	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	8	N1	NSF	13442	δίκη	δικη	δικη	δίκη	di/kh	dikh	dikh	di/kh	di/kh			.	DI/KH	DI/KH
1	9	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	9	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	9	N2N	DPN	18306	διαβουλίοις	διαβουλιοις	διαβουλιοις	διαβούλιον	diabouli/oij	diaboulioij	diaboulioij	diabou/lion	diabou/lion				DIABOULI/OIS	DIABOU/LION
1	9	A3H	GSM	9539	ἀσεβοῦς	ἀσεβους	ασεβους	ἀσεβής	a)sebou~j	a)sebouj	asebouj	a)sebh/j	a)sebh/j				A)SEBOU=S	A)SEBH/S
1	9	N3I	NSF	13442	ἐξέτασις	ἐξετασις	εξετασις	ἐξέτασις	e)ce/tasij	e)cetasij	ecetasij	e)ce/tasij	e)ce/tasij				E)CE/TASIS	E)CE/TASIS
1	9	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/	ei)mi/			,	E)/STAI	EI)MI/
1	9	N2	GPM	10050	λόγων	λογων	λογων	λόγος	lo/gwn	logwn	logwn	lo/goj	lo/goj				LO/GWN	LO/GOS
1	9	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	9	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	9	N1	NSF	13442	ἀκοὴ	ἀκοη	ακοη	ἀκοή	a)koh\	a)koh	akoh	a)koh/	a)koh/				A)KOH\	A)KOH/
1	9	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	9	N2	ASM	9474	κύριον	κυριον	κυριον	κύριος	ku/rion	kurion	kurion	ku/rioj	ku/rioj				KU/RION	KU/RIOS
1	9	VF	FAI3S	632961	ἥξει	ἡξει	ηξει	ἥκω	h/(cei	h(cei	hcei	h/(kw	h(/kw				H(/CEI	H(/KW
1	9	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	9	N2	ASM	9474	ἔλεγχον	ἐλεγχον	ελεγχον	ἔλεγχος	e/)legxon	e)legxon	elegxon	e/)legxoj	e)/legxoj				E)/LEGXON	E)/LEGXOS
1	9	N3M	GPN	18242	ἀνομημάτων	ἀνομηματων	ανομηματων	ἀνόμημα	a)nomhma/twn	a)nomhmatwn	anomhmatwn	a)no/mhma	a)no/mhma				A)NOMHMA/TWN	A)NO/MHMA
1	9	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			·	AU)TOU=	AU)TO/S
1	10	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
1	10	N3T	NSN	17538	οὖς	οὐς	ους	οὖς	ou~)j	ou)j	ouj	ou~)j	ou)=j				OU)=S	OU)=S
1	10	N3I	GSF	13634	ζηλώσεως	ζηλωσεως	ζηλωσεως	ζήλωσις	zhlw/sewj	zhlwsewj	zhlwsewj	zh/lwsij	zh/lwsij				ZHLW/SEWS	ZH/LWSIS
1	10	V3	PMI3S	636033	ἀκροᾶται	ἀκροαται	ακροαται	ἀκροάομαι	a)kroa~tai	a)kroatai	akroatai	a)kroa/omai	a)kroa/omai				A)KROA=TAI	A)KROA/OMAI
1	10	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	10	A3	ASM	9475	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j			,	PA/NTA	PA=S
1	10	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	10	N3	NSM	9346	θροῦς	θρους	θρους	θροῦς	qrou~j	qrouj	qrouj	qrou~j	qrou=j				QROU=S	QROU=S
1	10	N2	GPM	10050	γογγυσμῶν	γογγυσμων	γογγυσμων	γογγυσμός	goggusmw~n	goggusmwn	goggusmwn	goggusmo/j	goggusmo/j				GOGGUSMW=N	GOGGUSMO/S
1	10	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	10	V1	PMI3S	636033	ἀποκρύπτεται	ἀποκρυπτεται	αποκρυπτεται	ἀποκρύπτω	a)pokru/ptetai	a)pokruptetai	apokruptetai	a)pokru/ptw	a)pokru/ptw			.	A)POKRU/PTETAI	KRU/PTW          A)PO
1	11	VA	AMD2P	899777	Φυλάξασθε	φυλαξασθε	φυλαξασθε	φυλάσσω	Fula/casqe	fulacasqe	fulacasqe	fula/ssw	fula/ssw				FULA/CASQE	FULA/SSW
1	11	X		5	τοίνυν	τοινυν	τοινυν	τοίνυν	toi/nun	toinun	toinun	toi/nun	toi/nun				TOI/NUN	TOI/NUN
1	11	N2	ASM	9474	γογγυσμὸν	γογγυσμον	γογγυσμον	γογγυσμός	goggusmo\n	goggusmon	goggusmon	goggusmo/j	goggusmo/j				GOGGUSMO\N	GOGGUSMO/S
1	11	A3H	ASM	9475	ἀνωφελῆ	ἀνωφελη	ανωφελη	ἀνωφελής	a)nwfelh~	a)nwfelh	anwfelh	a)nwfelh/j	a)nwfelh/j				A)NWFELH=	A)NWFELH/S
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	11	N1A	GSF	13634	καταλαλιᾶς	καταλαλιας	καταλαλιας	καταλαλιά	katalalia~j	katalaliaj	katalaliaj	katalalia/	katalalia/				KATALALIA=S	KATALALIA/
1	11	VA	AMD2P	899777	φείσασθε	φεισασθε	φεισασθε	φείδομαι	fei/sasqe	feisasqe	feisasqe	fei/domai	fei/domai				FEI/SASQE	FEI/DOMAI
1	11	N1S	GSF	13634	γλώσσης	γλωσσης	γλωσσης	γλῶσσα	glw/sshj	glwsshj	glwsshj	glw~ssa	glw=ssa			·	GLW/SSHS	GLW=SSA
1	11	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
1	11	N3M	NSN	17538	φθέγμα	φθεγμα	φθεγμα	φθέγμα	fqe/gma	fqegma	fqegma	fqe/gma	fqe/gma				FQE/GMA	FQE/GMA
1	11	A1B	NSN	17539	λαθραῖον	λαθραιον	λαθραιον	λαθραῖος	laqrai~on	laqraion	laqraion	laqrai~oj	laqrai=oj				LAQRAI=ON	LAQRAI=OS
1	11	A1	ASN	17667	κενὸν	κενον	κενον	κενός	keno\n	kenon	kenon	keno/j	keno/j				KENO\N	KENO/S
1	11	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
1	11	VF	FMI3S	637057	πορεύσεται	πορευσεται	πορευσεται	πορεύομαι	poreu/setai	poreusetai	poreusetai	poreu/omai	poreu/omai			,	POREU/SETAI	POREU/OMAI
1	11	N3M	NSN	17538	στόμα	στομα	στομα	στόμα	sto/ma	stoma	stoma	sto/ma	sto/ma				STO/MA	STO/MA
1	11	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
