1	1	N2	NPM	9858	Λόγοι	λογοι	λογοι	λόγος	Lo/goi	logoi	logoi	lo/goj	lo/goj				LO/GOI	LO/GOS
1	1	N1T	GSM	9538	Οζιου	οζιου	οζιου	Ὀζίας	Oziou	oziou	oziou	O)zi/aj	O)zi/aj				*OZIOU	*OZIAS
1	1	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basile/wj	basilewj	basilewj	basileu/j	basileu/j				BASILE/WS	BASILEU/S
1	1	N	GSM	9538	Ιουδα	ιουδα	ιουδα	Ἰουδά	Iouda	iouda	iouda	I)ouda/	I)ouda/				*IOUDA	*IOUDA
1	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	1	N1A	DPF	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/raij	h(meraij	hmeraij	h(me/ra	h(me/ra				H(ME/RAIS	H(ME/RA
1	1	N	GSM	9538	Ιεροβοαμ	ιεροβοαμ	ιεροβοαμ	Ιεροβοαμ	Ieroboam	ieroboam	ieroboam	Ieroboam	Ieroboam				*IEROBOAM	*IEROBOAM
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N	GSM	9538	Ιωας	ιωας	ιωας	Ιωας	Iwaj	iwaj	iwaj	Iwaj	Iwaj				*IWAS	*IWAS
1	1	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basile/wj	basilewj	basilewj	basileu/j	basileu/j				BASILE/WS	BASILEU/S
1	1	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
1	1	P		8	πρὸ	προ	προ	πρό	pro\	pro	pro	pro/	pro/				PRO\	PRO/
1	1	M		7	δύο	δυο	δυο	δύο	du/o	duo	duo	du/o	du/o				DU/O	DU/O
1	1	N3E	GPN	18242	ἐτῶν	ἐτων	ετων	ἔτος	e)tw~n	e)twn	etwn	e/)toj	e)/toj				E)TW=N	E)/TOS
1	1	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	1	N2	GSM	9538	σεισμοῦ	σεισμου	σεισμου	σεισμός	seismou~	seismou	seismou	seismo/j	seismo/j			.	SEISMOU=	SEISMO/S
1	2	C		4	Καὶ	και	και	καί	Kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	ei~)pen	ei)pen	eipen	e/)pw	e)/pw				EI)=PEN	EI)=PON
1	2	N2	NSM	9346	Κύριος	κυριος	κυριος	κύριος	Ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	2	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	2	N	GS	5442	Σιων	σιων	σιων	Σιών	Siwn	siwn	siwn	Siw/n	Siw/n				*SIWN	*SIWN
1	2	VAI	AMI3S	637569	ἐφθέγξατο	ἐφθεγξατο	εφθεγξατο	φθέγγομαι	e)fqe/gcato	e)fqegcato	efqegcato	fqe/ggomai	fqe/ggomai				E)FQE/GCATO	FQE/GGOMAI
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	P		8	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k	e)k				E)C	E)K
1	2	N	GSF	13634	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	Ierousalhm	ierousalhm	ierousalhm	I(erousalh/m	I(erousalh/m				*IEROUSALHM	*I)EROUSALH/M
1	2	VAI	AAI3S	633473	ἔδωκεν	ἐδωκεν	εδωκεν	δίδωμι	e/)dwken	e)dwken	edwken	di/dwmi	di/dwmi				E)/DWKEN	DI/DWMI
1	2	N1	ASF	13570	φωνὴν	φωνην	φωνην	φωνή	fwnh\n	fwnhn	fwnhn	fwnh/	fwnh/				FWNH\N	FWNH/
1	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			,	AU)TOU=	AU)TO/S
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	VAI	AAI3P	895617	ἐπένθησαν	ἐπενθησαν	επενθησαν	πενθέω	e)pe/nqhsan	e)penqhsan	epenqhsan	penqe/w	penqe/w				E)PE/NQHSAN	PENQE/W
1	2	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
1	2	N1	NPF	13954	νομαὶ	νομαι	νομαι	νομή	nomai\	nomai	nomai	nomh/	nomh/				NOMAI\	NOMH/
1	2	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	2	N3	GPM	10050	ποιμένων	ποιμενων	ποιμενων	ποιμήν	poime/nwn	poimenwn	poimenwn	poimh/n	poimh/n			,	POIME/NWN	POIMH/N
1	2	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	2	VCI	API3S	641665	ἐξηράνθη	ἐξηρανθη	εξηρανθη	ξηραίνω	e)chra/nqh	e)chranqh	echranqh	chrai/nw	chrai/nw				E)CHRA/NQH	CHRAI/NW
1	2	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	2	N1	NSF	13442	κορυφὴ	κορυφη	κορυφη	κορυφή	korufh\	korufh	korufh	korufh/	korufh/				KORUFH\	KORUFH/
1	2	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	2	N2	GSM	9538	Καρμήλου	καρμηλου	καρμηλου	Κάρμηλος	Karmh/lou	karmhlou	karmhlou	Ka/rmhloj	Ka/rmhloj			.	*KARMH/LOU	*KARMH/LOS
1	3	C		4	Καὶ	και	και	καί	Kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	ei~)pen	ei)pen	eipen	e/)pw	e)/pw				EI)=PEN	EI)=PON
1	3	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	3	P		8	Ἐπὶ	ἐπι	επι	ἐπί	E)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	3	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
1	3	A3	DPF	14211	τρισὶν	τρισιν	τρισιν	τρεῖς	trisi\n	trisin	trisin	trei~j	trei=j				TRISI\N	TREI=S
1	3	N1A	DPF	14210	ἀσεβείαις	ἀσεβειαις	ασεβειαις	ἀσέβεια	a)sebei/aij	a)sebeiaij	asebeiaij	a)se/beia	a)se/beia				A)SEBEI/AIS	A)SE/BEIA
1	3	N2	GS	5442	Δαμασκοῦ	δαμασκου	δαμασκου	Δαμασκός	Damaskou~	damaskou	damaskou	Damasko/j	Damasko/j				*DAMASKOU=	*DAMASKO/S
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	3	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
1	3	A3	DPF	14211	τέσσαρσιν	τεσσαρσιν	τεσσαρσιν	τέσσαρες	te/ssarsin	tessarsin	tessarsin	te/ssarej	te/ssarej				TE/SSARSIN	TE/SSARES
1	3	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	3	VD	FPI1S	608385	ἀποστραφήσομαι	ἀποστραφησομαι	αποστραφησομαι	ἀποστρέφω	a)postrafh/somai	a)postrafhsomai	apostrafhsomai	a)postre/fw	a)postre/fw				A)POSTRAFH/SOMAI	STRE/FW          A)PO
1	3	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/n	au)ton	auton	au)to/j	au)to/j			,	AU)TO/N	AU)TO/S
1	3	P		8	ἀνθ	ἀνθ	ανθ	ἀντί	a)nq	a)nq	anq	a)nti/	a)nti/				A)NQ'	A)NTI/
1	3	RR	GPM	14	ὧν	ὡν	ων	ὅς	w~(n	w(n	wn	o/(j	o(/j				W(=N	O(/S
1	3	V1I	IAI3P	894593	ἔπριζον	ἐπριζον	επριζον	πρίζω	e/)prizon	e)prizon	eprizon	pri/zw	pri/zw				E)/PRIZON	PRI/ZW
1	3	N3N	DPM	10114	πρίοσιν	πριοσιν	πριοσιν	πρίων	pri/osin	priosin	priosin	pri/wn	pri/wn				PRI/OSIN	PRI/WN
1	3	A1C	DPM	10115	σιδηροῖς	σιδηροις	σιδηροις	σιδήρεος	sidhroi~j	sidhroij	sidhroij	sidh/reoj	sidh/reoj				SIDHROI=S	SIDHROU=S
1	3	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	N3	DSF	13698	γαστρὶ	γαστρι	γαστρι	γαστήρ	gastri\	gastri	gastri	gasth/r	gasth/r				GASTRI\	GASTH/R
1	3	V1	PAPAPF	7218625	ἐχούσας	ἐχουσας	εχουσας	ἔχω	e)xou/saj	e)xousaj	exousaj	e/)xw	e)/xw				E)XOU/SAS	E)/XW
1	3	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	N	DS	5506	Γαλααδ	γαλααδ	γαλααδ	Γαλαάδ	Galaad	galaad	galaad	Galaa/d	Galaa/d			·	*GALAAD	*GALAA/D
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	VF2	FAI1S	600193	ἐξαποστελῶ	ἐξαποστελω	εξαποστελω	ἐξαποστέλλω	e)capostelw~	e)capostelw	ecapostelw	e)caposte/llw	e)caposte/llw				E)CAPOSTELW=	STE/LLW          E)K   A)PO
1	4	N3	ASN	17666	πῦρ	πυρ	πυρ	πῦρ	pu~r	pur	pur	pu~r	pu=r				PU=R	PU=R
1	4	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	4	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	4	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος	oi~)kon	oi)kon	oikon	oi~)koj	oi)=koj				OI)=KON	OI)=KOS
1	4	N	GSM	9538	Αζαηλ	αζαηλ	αζαηλ	Αζαηλ	Azahl	azahl	azahl	Azahl	Azahl			,	*AZAHL	*AZAHL
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	VF	FMI3S	637057	καταφάγεται	καταφαγεται	καταφαγεται	κατεσθίω	katafa/getai	katafagetai	katafagetai	katesqi/w	katesqi/w				KATAFA/GETAI	E)SQI/W          KATA
1	4	N2N	APN	18178	θεμέλια	θεμελια	θεμελια	θεμέλιος	qeme/lia	qemelia	qemelia	qeme/lioj	qeme/lioj				QEME/LIA	QEME/LION
1	4	N2	GSM	9538	υἱοῦ	υἱου	υιου	υἱός	ui(ou~	ui(ou	uiou	ui(o/j	ui(o/j				UI(OU=	UI(O/S
1	4	N	GSM	9538	Αδερ	αδερ	αδερ	Αδερ	Ader	ader	ader	Ader	Ader			·	*ADER	*ADER
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	VF	FAI1S	600193	συντρίψω	συντριψω	συντριψω	συντρίβω	suntri/yw	suntriyw	suntriyw	suntri/bw	suntri/bw				SUNTRI/YW	TRI/BW           SUN
1	5	N2	APM	9986	μοχλοὺς	μοχλους	μοχλους	μοχλός	moxlou\j	moxlouj	moxlouj	moxlo/j	moxlo/j				MOXLOU\S	MOXLO/S
1	5	N2	GS	5442	Δαμασκοῦ	δαμασκου	δαμασκου	Δαμασκός	Damaskou~	damaskou	damaskou	Damasko/j	Damasko/j				*DAMASKOU=	*DAMASKO/S
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	VF	FAI1S	600193	ἐξολεθρεύσω	ἐξολεθρευσω	εξολεθρευσω	ἐξολοθρεύω	e)coleqreu/sw	e)coleqreusw	ecoleqreusw	e)coloqreu/w	e)coloqreu/w				E)COLEQREU/SW	O)LEQREU/W       E)K
1	5	V2	PAPAPM	5121473	κατοικοῦντας	κατοικουντας	κατοικουντας	κατοικέω	katoikou~ntaj	katoikountaj	katoikountaj	katoike/w	katoike/w				KATOIKOU=NTAS	OI)KE/W          KATA
1	5	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	5	N2N	GSN	17730	πεδίου	πεδιου	πεδιου	πεδίον	pedi/ou	pediou	pediou	pedi/on	pedi/on				PEDI/OU	PEDI/ON
1	5	N	GS	5442	Ων	ων	ων	Ων	Wn	wn	wn	Wn	Wn				*WN	*WN
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	VF	FAI1S	600193	κατακόψω	κατακοψω	κατακοψω	κατακόπτω	katako/yw	katakoyw	katakoyw	katako/ptw	katako/ptw				KATAKO/YW	KO/PTW           KATA
1	5	N1	ASF	13570	φυλὴν	φυλην	φυλην	φυλή	fulh\n	fulhn	fulhn	fulh/	fulh/				FULH\N	FULH/
1	5	P		8	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k	e)k				E)C	E)K
1	5	N3	GPM	10050	ἀνδρῶν	ἀνδρων	ανδρων	ἀνήρ	a)ndrw~n	a)ndrwn	andrwn	a)nh/r	a)nh/r				A)NDRW=N	A)NH/R
1	5	N	GS	5442	Χαρραν	χαρραν	χαρραν	Χαρράν	Xarran	xarran	xarran	Xarra/n	Xarra/n			,	*XARRAN	*XARRAN
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	VC	FPI3S	641153	αἰχμαλωτευθήσεται	αἰχμαλωτευθησεται	αιχμαλωτευθησεται	αἰχμαλωτεύω	ai)xmalwteuqh/setai	ai)xmalwteuqhsetai	aixmalwteuqhsetai	ai)xmalwteu/w	ai)xmalwteu/w				AI)XMALWTEUQH/SETAI	AI)XMALWTEU/W
1	5	N2	NSM	9346	λαὸς	λαος	λαος	λαός	lao\j	laoj	laoj	lao/j	lao/j				LAO\S	LAO/S
1	5	N1A	GSF	13634	Συρίας	συριας	συριας	Συρία	Suri/aj	suriaj	suriaj	Suri/a	Suri/a				*SURI/AS	*SURI/A
1	5	A1B	NSM	9347	ἐπίκλητος	ἐπικλητος	επικλητος	ἐπίκλητος	e)pi/klhtoj	e)piklhtoj	epiklhtoj	e)pi/klhtoj	e)pi/klhtoj			,	E)PI/KLHTOS	E)PI/KLHTOS
1	5	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	5	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			.	KU/RIOS	KU/RIOS
1	6	RD	APN	11	Τάδε	ταδε	ταδε	ὅδε	Ta/de	tade	tade	o/(de	o(/de				TA/DE	O(/DE
1	6	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	6	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
1	6	P		8	Ἐπὶ	ἐπι	επι	ἐπί	E)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	6	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
1	6	A3	DPF	14211	τρισὶν	τρισιν	τρισιν	τρεῖς	trisi\n	trisin	trisin	trei~j	trei=j				TRISI\N	TREI=S
1	6	N1A	DPF	14210	ἀσεβείαις	ἀσεβειαις	ασεβειαις	ἀσέβεια	a)sebei/aij	a)sebeiaij	asebeiaij	a)se/beia	a)se/beia				A)SEBEI/AIS	A)SE/BEIA
1	6	N1S	GSF	13634	Γάζης	γαζης	γαζης	Γάζα	Ga/zhj	gazhj	gazhj	Ga/za	Ga/za				*GA/ZHS	*GA/ZA
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	6	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
1	6	A3	DPF	14211	τέσσαρσιν	τεσσαρσιν	τεσσαρσιν	τέσσαρες	te/ssarsin	tessarsin	tessarsin	te/ssarej	te/ssarej				TE/SSARSIN	TE/SSARES
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	6	VD	FPI1S	608385	ἀποστραφήσομαι	ἀποστραφησομαι	αποστραφησομαι	ἀποστρέφω	a)postrafh/somai	a)postrafhsomai	apostrafhsomai	a)postre/fw	a)postre/fw				A)POSTRAFH/SOMAI	STRE/FW          A)PO
1	6	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)tou/j	au)touj	autouj	au)to/j	au)to/j			,	AU)TOU/S	AU)TO/S
1	6	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e/(neken	e(neken	eneken	e/(neka	e(/neka				E(/NEKEN	E(/NEKEN
1	6	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	6	VA	AAN	306049	αἰχμαλωτεῦσαι	αἰχμαλωτευσαι	αιχμαλωτευσαι	αἰχμαλωτεύω	ai)xmalwteu~sai	ai)xmalwteusai	aixmalwteusai	ai)xmalwteu/w	ai)xmalwteu/w				AI)XMALWTEU=SAI	AI)XMALWTEU/W
1	6	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)tou\j	au)touj	autouj	au)to/j	au)to/j				AU)TOU\S	AU)TO/S
1	6	N1A	ASF	13570	αἰχμαλωσίαν	αἰχμαλωσιαν	αιχμαλωσιαν	αἰχμαλωσία	ai)xmalwsi/an	ai)xmalwsian	aixmalwsian	ai)xmalwsi/a	ai)xmalwsi/a				AI)XMALWSI/AN	AI)XMALWSI/A
1	6	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	6	N	GSM	9538	Σαλωμων	σαλωμων	σαλωμων	Σαλωμών	Salwmwn	salwmwn	salwmwn	Salwmw/n	Salwmw/n				*SALWMWN	*SALWMW/N
1	6	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	6	VA	AAN	306049	συγκλεῖσαι	συγκλεισαι	συγκλεισαι	συγκλείω	sugklei~sai	sugkleisai	sugkleisai	sugklei/w	sugklei/w				SUGKLEI=SAI	KLEI/W           SUN
1	6	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	6	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	6	N1A	ASF	13570	Ιδουμαίαν	ιδουμαιαν	ιδουμαιαν	Ἰδουμαία	Idoumai/an	idoumaian	idoumaian	I)doumai/a	I)doumai/a			·	*IDOUMAI/AN	*IDOUMAI/A
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	VF2	FAI1S	600193	ἐξαποστελῶ	ἐξαποστελω	εξαποστελω	ἐξαποστέλλω	e)capostelw~	e)capostelw	ecapostelw	e)caposte/llw	e)caposte/llw				E)CAPOSTELW=	STE/LLW          E)K   A)PO
1	7	N3	ASN	17666	πῦρ	πυρ	πυρ	πῦρ	pu~r	pur	pur	pu~r	pu=r				PU=R	PU=R
1	7	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	7	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	7	N3E	APN	18178	τείχη	τειχη	τειχη	τεῖχος	tei/xh	teixh	teixh	tei~xoj	tei=xoj				TEI/XH	TEI=XOS
1	7	N1S	GSF	13634	Γάζης	γαζης	γαζης	Γάζα	Ga/zhj	gazhj	gazhj	Ga/za	Ga/za			,	*GA/ZHS	*GA/ZA
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	VF	FMI3S	637057	καταφάγεται	καταφαγεται	καταφαγεται	κατεσθίω	katafa/getai	katafagetai	katafagetai	katesqi/w	katesqi/w				KATAFA/GETAI	E)SQI/W          KATA
1	7	N2N	APN	18178	θεμέλια	θεμελια	θεμελια	θεμέλιος	qeme/lia	qemelia	qemelia	qeme/lioj	qeme/lioj				QEME/LIA	QEME/LION
1	7	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός	au)th~j	au)thj	authj	au)to/j	au)to/j			·	AU)TH=S	AU)TO/S
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	VF	FAI1S	600193	ἐξολεθρεύσω	ἐξολεθρευσω	εξολεθρευσω	ἐξολοθρεύω	e)coleqreu/sw	e)coleqreusw	ecoleqreusw	e)coloqreu/w	e)coloqreu/w				E)COLEQREU/SW	O)LEQREU/W       E)K
1	8	V2	PAPAPM	5121473	κατοικοῦντας	κατοικουντας	κατοικουντας	κατοικέω	katoikou~ntaj	katoikountaj	katoikountaj	katoike/w	katoike/w				KATOIKOU=NTAS	OI)KE/W          KATA
1	8	P		8	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k	e)k				E)C	E)K
1	8	N2	GSM	9538	Ἀζώτου	ἀζωτου	αζωτου	Ἄζωτος	A)zw/tou	a)zwtou	azwtou	A/)zwtoj	A)/zwtoj			,	*A)ZW/TOU	*A)/ZWTOS
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	VC	FPI3S	641153	ἐξαρθήσεται	ἐξαρθησεται	εξαρθησεται	ἐξαίρω	e)carqh/setai	e)carqhsetai	ecarqhsetai	e)cai/rw	e)cai/rw				E)CARQH/SETAI	AI)/RW           E)K
1	8	N1	NSF	13442	φυλὴ	φυλη	φυλη	φυλή	fulh\	fulh	fulh	fulh/	fulh/				FULH\	FULH/
1	8	P		8	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k	e)k				E)C	E)K
1	8	N3W	GSF	13634	Ἀσκαλῶνος	ἀσκαλωνος	ασκαλωνος	Ἀσκαλών	A)skalw~noj	a)skalwnoj	askalwnoj	A)skalw/n	A)skalw/n			,	*A)SKALW=NOS	*A)SKALW/N
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	VF	FAI1S	600193	ἐπάξω	ἐπαξω	επαξω	ἐπάγω	e)pa/cw	e)pacw	epacw	e)pa/gw	e)pa/gw				E)PA/CW	A)/GW            E)PI
1	8	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	8	N3	ASF	13570	χεῖρά	χειρα	χειρα	χείρ	xei~ra/	xeira	xeira	xei/r	xei/r				XEI=RA/	XEI/R
1	8	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	8	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	8	N	AS	5378	Ακκαρων	ακκαρων	ακκαρων	Ακκαρων	Akkarwn	akkarwn	akkarwn	Akkarwn	Akkarwn			,	*AKKARWN	*AKKARWN
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	VF2	FMI3P	899201	ἀπολοῦνται	ἀπολουνται	απολουνται	ἀπόλλυμι	a)polou~ntai	a)polountai	apolountai	a)po/llumi	a)po/llumi				A)POLOU=NTAI	O)LLU/W          A)PO
1	8	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	8	A1B	NPM	9859	κατάλοιποι	καταλοιποι	καταλοιποι	κατάλοιπος	kata/loipoi	kataloipoi	kataloipoi	kata/loipoj	kata/loipoj				KATA/LOIPOI	KATA/LOIPOS
1	8	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
