1	1	VAI	AAI1S	600705	Ἐβόησα	ἐβοησα	εβοησα	βοάω	E)bo/hsa	e)bohsa	ebohsa	boa/w	boa/w				E)BO/HSA	BOA/W
1	3	VA	AAN	306049	εὐθηνῆσαί	εὐθηνησαι	ευθηνησαι	εὐθηνέω	eu)qhnh~sai/	eu)qhnhsai	euqhnhsai	eu)qhne/w	eu)qhne/w				EU)QHNH=SAI/	EU)QHNE/W
1	3	RP	AS	13	με	με	με	μέ	me	me	me	me/	me/				ME	E)GW/
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	A1	ASF	13571	πολλὴν	πολλην	πολλην	πολύς	pollh\n	pollhn	pollhn	polu/j	polu/j				POLLH\N	POLU/S
1	3	VB	AMN	310145	γενέσθαι	γενεσθαι	γενεσθαι	γίνομαι	gene/sqai	genesqai	genesqai	gi/nomai	gi/nomai				GENE/SQAI	GI/GNOMAI
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	N2N	DPN	18306	τέκνοις	τεκνοις	τεκνοις	τέκνον	te/knoij	teknoij	teknoij	te/knon	te/knon			.	TE/KNOIS	TE/KNON
1	4	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
1	4	N2	NSM	9346	πλοῦτος	πλουτος	πλουτος	πλοῦτος	plou~toj	ploutoj	ploutoj	plou~toj	plou=toj				PLOU=TOS	PLOU=TOS
1	4	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
1	4	VCI	API3S	641665	διεδόθη	διεδοθη	διεδοθη	διαδίδωμι	diedo/qh	diedoqh	diedoqh	diadi/dwmi	diadi/dwmi				DIEDO/QH	DI/DWMI          DIA
1	4	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	4	A1S	ASF	13571	πᾶσαν	πασαν	πασαν	πᾶς	pa~san	pasan	pasan	pa~j	pa=j				PA=SAN	PA=S
1	4	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	4	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=				GH=N	GH=
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	4	N1S	NSF	13442	δόξα	δοξα	δοξα	δόξα	do/ca	doca	doca	do/ca	do/ca				DO/CA	DO/CA
1	4	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
1	4	C		4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj	e(/wj				E(/WS	E(/WS
1	4	A1	GSM	9539	ἐσχάτου	ἐσχατου	εσχατου	ἔσχατος	e)sxa/tou	e)sxatou	esxatou	e/)sxatoj	e)/sxatoj				E)SXA/TOU	E)/SXATOS
1	4	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	4	N1	GSF	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~	gh=			.	GH=S	GH=
1	5	VCI	API3P	903809	ὑψώθησαν	ὑψωθησαν	υψωθησαν	ὑψόω	u(yw/qhsan	u(ywqhsan	uywqhsan	u(yo/w	u(yo/w				U(YW/QHSAN	U(YO/W
1	5	C		4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj	e(/wj				E(/WS	E(/WS
1	5	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	5	N2N	GPN	18242	ἄστρων	ἀστρων	αστρων	ἄστρον	a/)strwn	a)strwn	astrwn	a/)stron	a)/stron			,	A)/STRWN	A)/STRON
1	5	VAI	AAI3P	895617	εἶπαν	εἰπαν	ειπαν	ἔπω	ei~)pan	ei)pan	eipan	e/)pw	e)/pw				EI)=PAN	EI)=PON
1	5	D		9	Οὐ	οὐ	ου	οὐ	Ou)	ou)	ou	ou)	ou)				OU)	OU)
1	5	D		9	μὴ	μη	μη	μή	mh\	mh	mh	mh/	mh/				MH\	MH/
1	5	VA	AAS3P	895745	πέσωσιν	πεσωσιν	πεσωσιν	πίπτω	pe/swsin	peswsin	peswsin	pi/ptw	pi/ptw			·	PE/SWSIN	PI/PTW
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	VA	AAPASN	9055169	ἐξύβρισαν	ἐξυβρισαν	εξυβρισαν	ἐξυβρίζω	e)cu/brisan	e)cubrisan	ecubrisan	e)cubri/zw	e)cubri/zw				E)CU/BRISAN	U(BRI/ZW         E)K
1	6	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	6	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	6	A1	DPM	10115	ἀγαθοῖς	ἀγαθοις	αγαθοις	ἀγαθός	a)gaqoi~j	a)gaqoij	agaqoij	a)gaqo/j	a)gaqo/j				A)GAQOI=S	A)GAQO/S
1	6	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	6	VAI	AAI3P	895617	ἤνεγκαν	ἠνεγκαν	ηνεγκαν	φέρω	h/)negkan	h)negkan	hnegkan	fe/rw	fe/rw			.	H)/NEGKAN	FE/RW
1	7	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
1	7	N1A	NPF	13954	ἁμαρτίαι	ἁμαρτιαι	αμαρτιαι	ἁμαρτία	a(marti/ai	a(martiai	amartiai	a(marti/a	a(marti/a				A(MARTI/AI	A(MARTI/A
1	7	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	7	A1B	DPN	18307	ἀποκρύφοις	ἀποκρυφοις	αποκρυφοις	ἀπόκρυφος	a)pokru/foij	a)pokrufoij	apokrufoij	a)po/krufoj	a)po/krufoj			,	A)POKRU/FOIS	A)PO/KRUFOS
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw\	e)gw	egw	e)gw/	e)gw/				E)GW\	E)GW/
1	7	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	7	V	YAI3S	634497	ᾔδειν	ἠδειν	ηδειν	οἶδα	h/)|dein	h)dein	hdein	oi~)da	oi)=da			·	H)/|DEIN	OI)=DA
1	8	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
1	8	N1A	NPF	13954	ἀνομίαι	ἀνομιαι	ανομιαι	ἀνομία	a)nomi/ai	a)nomiai	anomiai	a)nomi/a	a)nomi/a				A)NOMI/AI	A)NOMI/A
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
1	8	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ	u(pe\r	u(per	uper	u(pe/r	u(pe/r				U(PE\R	U(PE/R
1	8	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	8	P		8	πρὸ	προ	προ	πρό	pro\	pro	pro	pro/	pro/				PRO\	PRO/
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
1	8	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e/)qnh	e)qnh	eqnh	e/)qnoj	e)/qnoj			,	E)/QNH	E)/QNOS
1	8	VAI	AAI3P	895617	ἐβεβήλωσαν	ἐβεβηλωσαν	εβεβηλωσαν	βεβηλόω	e)bebh/lwsan	e)bebhlwsan	ebebhlwsan	bebhlo/w	bebhlo/w				E)BEBH/LWSAN	BEBHLO/W
1	8	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	8	A1A	APN	18179	ἅγια	ἁγια	αγια	ἅγιος	a/(gia	a(gia	agia	a/(gioj	a(/gioj				A(/GIA	A(/GIOS
1	8	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj				KURI/OU	KU/RIOS
1	8	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	8	N3I	DSF	13698	βεβηλώσει	βεβηλωσει	βεβηλωσει	βεβήλωσις	bebhlw/sei	bebhlwsei	bebhlwsei	bebh/lwsij	bebh/lwsij			.	BEBHLW/SEI	BEBH/LWSIS
2	0	N2	NSM	9346	Ψαλμὸς	ψαλμος	ψαλμος	ψαλμός	Yalmo\j	yalmoj	yalmoj	yalmo/j	yalmo/j				YALMO\S	YALMO/S
2	0	RA	DSM	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
2	0	N	DSM	9602	Σαλωμων	σαλωμων	σαλωμων	Σαλωμών	Salwmwn	salwmwn	salwmwn	Salwmw/n	Salwmw/n			·	*SALWMWN	*SALWMW/N
2	0	P		8	περὶ	περι	περι	περί	peri\	peri	peri	peri/	peri/				PERI\	PERI/
2	0	N	AS	5378	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	Ierousalhm	ierousalhm	ierousalhm	I(erousalh/m	I(erousalh/m			.	*IEROUSALHM	*I)EROUSALH/M
2	1	P		8	Ἐν	ἐν	εν	ἐν	E)n	e)n	en	e)n	e)n				E)N	E)N
2	1	RA	DSN	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
2	1	V1	PMN	308609	ὑπερηφανεύεσθαι	ὑπερηφανευεσθαι	υπερηφανευεσθαι	ὑπερηφανεύω	u(perhfaneu/esqai	u(perhfaneuesqai	uperhfaneuesqai	u(perhfaneu/w	u(perhfaneu/w				U(PERHFANEU/ESQAI	H)FANEU/OMAI     U(PER
2	1	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
2	1	A1B	ASM	9475	ἁμαρτωλὸν	ἁμαρτωλον	αμαρτωλον	ἁμαρτωλός	a(martwlo\n	a(martwlon	amartwlon	a(martwlo/j	a(martwlo/j				A(MARTWLO\N	A(MARTWLO/S
2	1	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
2	1	N2	DSM	9602	κριῷ	κριω	κριω	κριός	kriw~|	kriw	kriw	krio/j	krio/j				KRIW=|	KRIO/S
2	1	VBI	AAI3S	633473	κατέβαλε	κατεβαλε	κατεβαλε	καταβάλλω	kate/bale	katebale	katebale	kataba/llw	kataba/llw				KATE/BALE	BA/LLW           KATA
2	1	N3E	APN	18178	τείχη	τειχη	τειχη	τεῖχος	tei/xh	teixh	teixh	tei~xoj	tei=xoj				TEI/XH	TEI=XOS
2	1	A1A	APN	18179	ὀχυρά	ὀχυρα	οχυρα	ὀχυρός	o)xura/	o)xura	oxura	o)xuro/j	o)xuro/j			,	O)XURA/	O)XURO/S
2	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
2	1	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
2	1	VAI	AAI2S	633473	ἐκώλυσας	ἐκωλυσας	εκωλυσας	κωλύω	e)kw/lusaj	e)kwlusaj	ekwlusaj	kwlu/w	kwlu/w			.	E)KW/LUSAS	KWLU/W
2	2	VZI	AAI3P	895617	ἀνέβησαν	ἀνεβησαν	ανεβησαν	ἀναβαίνω	a)ne/bhsan	a)nebhsan	anebhsan	a)nabai/nw	a)nabai/nw				A)NE/BHSAN	BAI/NW           A)NA
2	2	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
2	2	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
2	2	N2N	ASN	17666	θυσιαστήριόν	θυσιαστηριον	θυσιαστηριον	θυσιαστήριον	qusiasth/rio/n	qusiasthrion	qusiasthrion	qusiasth/rion	qusiasth/rion				QUSIASTH/RIO/N	QUSIASTH/RION
2	2	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
2	2	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e/)qnh	e)qnh	eqnh	e/)qnoj	e)/qnoj				E)/QNH	E)/QNOS
2	2	A1A	APN	18179	ἀλλότρια	ἀλλοτρια	αλλοτρια	ἀλλότριος	a)llo/tria	a)llotria	allotria	a)llo/trioj	a)llo/trioj			,	A)LLO/TRIA	A)LLO/TRIOS
2	2	VAI	AAI3P	895617	κατεπατοῦσαν	κατεπατουσαν	κατεπατουσαν	καταπατέω	katepatou~san	katepatousan	katepatousan	katapate/w	katapate/w				KATEPATOU=SAN	A)PATE/W         KATA
2	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
2	2	N3M	DPN	18306	ὑποδήμασιν	ὑποδημασιν	υποδημασιν	ὑπόδημα	u(podh/masin	u(podhmasin	upodhmasin	u(po/dhma	u(po/dhma				U(PODH/MASIN	U(PO/DHMA
2	2	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
2	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
2	2	N1A	DSF	13698	ὑπερηφανίᾳ	ὑπερηφανια	υπερηφανια	ὑπερηφανία	u(perhfani/a|	u(perhfania	uperhfania	u(perhfani/a	u(perhfani/a			,	U(PERHFANI/A|	U(PERHFANI/A
2	3	P		8	ἀνθ	ἀνθ	ανθ	ἀντί	a)nq	a)nq	anq	a)nti/	a)nti/				A)NQ'	A)NTI/
2	3	RR	GPM	14	ὧν	ὡν	ων	ὅς	w~(n	w(n	wn	o/(j	o(/j				W(=N	O(/S
2	3	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
2	3	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
2	3	N	GS	5442	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	Ierousalhm	ierousalhm	ierousalhm	I(erousalh/m	I(erousalh/m				*IEROUSALHM	*I)EROUSALH/M
2	3	VAI	AAI3P	895617	ἐμίαναν	ἐμιαναν	εμιαναν	μιαίνω	e)mi/anan	e)mianan	emianan	miai/nw	miai/nw				E)MI/ANAN	MIAI/NW
2	3	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
2	3	A1A	APN	18179	ἅγια	ἁγια	αγια	ἅγιος	a/(gia	a(gia	agia	a/(gioj	a(/gioj				A(/GIA	A(/GIOS
2	3	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj			,	KURI/OU	KU/RIOS
2	3	VAI	AAI3P	895617	ἐβεβηλοῦσαν	ἐβεβηλουσαν	εβεβηλουσαν	βεβηλόω	e)bebhlou~san	e)bebhlousan	ebebhlousan	bebhlo/w	bebhlo/w				E)BEBHLOU=SAN	BEBHLO/W
2	3	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
2	3	N2N	APN	18178	δῶρα	δωρα	δωρα	δῶρον	dw~ra	dwra	dwra	dw~ron	dw=ron				DW=RA	DW=RON
2	3	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
2	3	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j	qeo/j				QEOU=	QEO/S
2	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
2	3	N1A	DPF	14210	ἀνομίαις	ἀνομιαις	ανομιαις	ἀνομία	a)nomi/aij	a)nomiaij	anomiaij	a)nomi/a	a)nomi/a			.	A)NOMI/AIS	A)NOMI/A
2	4	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e/(neken	e(neken	eneken	e/(neka	e(/neka				E(/NEKEN	E(/NEKEN
2	4	RD	GPM	11	τούτων	τουτων	τουτων	οὗτος	tou/twn	toutwn	toutwn	ou~(toj	ou(=toj				TOU/TWN	OU(=TOS
2	4	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	ei~)pen	ei)pen	eipen	e/)pw	e)/pw				EI)=PEN	EI)=PON
2	4	VA	AAI2P	895617	Ἀπορρίψατε	ἀπορριψατε	απορριψατε	ἀπορρίπτω	A)porri/yate	a)porriyate	aporriyate	a)porri/ptw	a)porri/ptw				A)PORRI/YATE	R(I/PTW          A)PO
2	4	RD	APN	11	αὐτὰ	αὐτα	αυτα	αὐτός	au)ta\	au)ta	auta	au)to/j	au)to/j				AU)TA\	AU)TO/S
2	4	A1A	ASF	13571	μακρὰν	μακραν	μακραν	μακρός	makra\n	makran	makran	makro/j	makro/j				MAKRA\N	MAKRO/S
2	4	P		8	ἀπ	ἀπ	απ	ἀπό	a)p	a)p	ap	a)po/	a)po/				A)P'	A)PO/
2	4	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ	e)mou~	e)mou	emou	e)mou~	e)mou=			,	E)MOU=	E)GW/
2	4	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
2	4	V2	PAI1S	599169	εὐδοκῶ	εὐδοκω	ευδοκω	εὐδοκέω	eu)dokw~	eu)dokw	eudokw	eu)doke/w	eu)doke/w				EU)DOKW=	EU)DOKE/W
2	4	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
2	4	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j	au)to/j			.	AU)TOI=S	AU)TO/S
2	5	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
2	5	N3E	ASN	17666	κάλλος	καλλος	καλλος	κάλλος	ka/lloj	kalloj	kalloj	ka/lloj	ka/lloj				KA/LLOS	KA/LLOS
2	5	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
2	5	N1S	GSF	13634	δόξης	δοξης	δοξης	δόξα	do/chj	dochj	dochj	do/ca	do/ca				DO/CHS	DO/CA
2	5	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός	au)th~j	au)thj	authj	au)to/j	au)to/j				AU)TH=S	AU)TO/S
2	5	VD	API3S	641665	ἐξουθενώθη	ἐξουθενωθη	εξουθενωθη	ἐξουθενόω	e)couqenw/qh	e)couqenwqh	ecouqenwqh	e)couqeno/w	e)couqeno/w				E)COUQENW/QH	OU)QENO/W        E)K
2	5	A1B	ASM	9475	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιος	e)nw/pion	e)nwpion	enwpion	e)nw/pioj	e)nw/pioj				E)NW/PION	E)NW/PION
2	5	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
2	5	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j	qeo/j			,	QEOU=	QEO/S
2	5	VD	API3S	641665	ἠτιμώθη	ἠτιμωθη	ητιμωθη	ἀτιμόω	h)timw/qh	h)timwqh	htimwqh	a)timo/w	a)timo/w				H)TIMW/QH	A)TIMO/W
2	5	C		4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj	e(/wj				E(/WS	E(/WS
2	5	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
2	5	N3E	ASN	17666	τέλος	τελος	τελος	τέλος	te/loj	teloj	teloj	te/loj	te/loj			.	TE/LOS	TE/LOS
2	6	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
2	6	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
2	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
2	6	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
2	6	N3	NPF	13954	θυγατέρες	θυγατερες	θυγατερες	θυγάτηρ	qugate/rej	qugaterej	qugaterej	quga/thr	quga/thr				QUGATE/RES	QUGA/THR
2	6	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
