1	1	N1A	NPF	13954	Παροιμίαι	παροιμιαι	παροιμιαι	παροιμία	Paroimi/ai	paroimiai	paroimiai	paroimi/a	paroimi/a				PAROIMI/AI	PAROIMI/A
1	3	VA	AMN	310145	δέξασθαί	δεξασθαι	δεξασθαι	δέχομαι	de/casqai/	decasqai	decasqai	de/xomai	de/xomai				DE/CASQAI/	DE/XOMAI
1	3	C		4	τε	τε	τε	τε	te	te	te	te	te				TE	TE
1	3	N1	APF	14082	στροφὰς	στροφας	στροφας	στροφή	strofa\j	strofaj	strofaj	strofh/	strofh/				STROFA\S	STROFH/
1	3	N2	GPM	10050	λόγων	λογων	λογων	λόγος	lo/gwn	logwn	logwn	lo/goj	lo/goj				LO/GWN	LO/GOS
1	3	VA	AAN	306049	νοῆσαί	νοησαι	νοησαι	νοέω	noh~sai/	nohsai	nohsai	noe/w	noe/w				NOH=SAI/	NOE/W
1	3	C		4	τε	τε	τε	τε	te	te	te	te	te				TE	TE
1	3	N1	ASF	13570	δικαιοσύνην	δικαιοσυνην	δικαιοσυνην	δικαιοσύνη	dikaiosu/nhn	dikaiosunhn	dikaiosunhn	dikaiosu/nh	dikaiosu/nh				DIKAIOSU/NHN	DIKAIOSU/NH
1	3	A3H	ASF	13571	ἀληθῆ	ἀληθη	αληθη	ἀληθής	a)lhqh~	a)lhqh	alhqh	a)lhqh/j	a)lhqh/j				A)LHQH=	A)LHQH/S
1	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	3	N3M	ASN	17666	κρίμα	κριμα	κριμα	κρίμα	kri/ma	krima	krima	kri/ma	kri/ma				KRI/MA	KRI/MA
1	3	V1	PAN	304513	κατευθύνειν	κατευθυνειν	κατευθυνειν	κατευθύνω	kateuqu/nein	kateuqunein	kateuqunein	kateuqu/nw	kateuqu/nw			,	KATEUQU/NEIN	EU)QU/NW         KATA
1	4	C		4	ἵνα	ἱνα	ινα	ἵνα	i/(na	i(na	ina	i/(na	i(/na				I(/NA	I(/NA
1	4	VO	AAS3S	633601	δῷ	δω	δω	δίδωμι	dw~|	dw	dw	di/dwmi	di/dwmi				DW=|	DI/DWMI
1	4	A1B	DPM	10115	ἀκάκοις	ἀκακοις	ακακοις	ἄκακος	a)ka/koij	a)kakoij	akakoij	a/)kakoj	a)/kakoj				A)KA/KOIS	A)/KAKOS
1	4	N1A	ASF	13570	πανουργίαν	πανουργιαν	πανουργιαν	πανουργία	panourgi/an	panourgian	panourgian	panourgi/a	panourgi/a			,	PANOURGI/AN	PANOURGIA/
1	4	N3D	DSM	9602	παιδὶ	παιδι	παιδι	παῖς	paidi\	paidi	paidi	pai~j	pai=j				PAIDI\	PAI=S
1	4	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	4	A1A	DSM	9603	νέῳ	νεω	νεω	νέος	ne/w|	new	new	ne/oj	ne/oj				NE/W|	NE/OS
1	4	N3I	ASF	13570	αἴσθησίν	αἰσθησιν	αισθησιν	αἴσθησις	ai/)sqhsi/n	ai)sqhsin	aisqhsin	ai/)sqhsij	ai)/sqhsij				AI)/SQHSI/N	AI)/SQHSIS
1	4	X		5	τε	τε	τε	τε	te	te	te	te	te				TE	TE
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	N1A	ASF	13570	ἔννοιαν	ἐννοιαν	εννοιαν	ἔννοια	e/)nnoian	e)nnoian	ennoian	e/)nnoia	e)/nnoia			·	E)/NNOIAN	E)NNOI/A
1	5	RD	GPF	11	τῶνδε	τωνδε	τωνδε	ὅδε	tw~nde	twnde	twnde	o/(de	o(/de				TW=NDE	O(/DE
1	5	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	5	VA	AAPNSM	4795329	ἀκούσας	ἀκουσας	ακουσας	ἀκούω	a)kou/saj	a)kousaj	akousaj	a)kou/w	a)kou/w				A)KOU/SAS	A)KOU/W
1	5	A1	NSM	9347	σοφὸς	σοφος	σοφος	σοφός	sofo\j	sofoj	sofoj	sofo/j	sofo/j				SOFO\S	SOFO/S
1	5	A1	NSMC	42115	σοφώτερος	σοφωτερος	σοφωτερος	σοφός	sofw/teroj	sofwteroj	sofwteroj	sofo/j	sofo/j				SOFW/TEROS	SOFO/S
1	5	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/	ei)mi/			,	E)/STAI	EI)MI/
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
1	5	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	5	A3N	NSM	9347	νοήμων	νοημων	νοημων	νοήμων	noh/mwn	nohmwn	nohmwn	noh/mwn	noh/mwn				NOH/MWN	NOH/MWN
1	5	N3I	ASM	9474	κυβέρνησιν	κυβερνησιν	κυβερνησιν	κυβέρνησις	kube/rnhsin	kubernhsin	kubernhsin	kube/rnhsij	kube/rnhsij				KUBE/RNHSIN	KUBE/RNHSIS
1	5	VF	FMI3S	637057	κτήσεται	κτησεται	κτησεται	κτάομαι	kth/setai	kthsetai	kthsetai	kta/omai	kta/omai				KTH/SETAI	KTA/OMAI
1	6	VF	FAI3S	632961	νοήσει	νοησει	νοησει	νοέω	noh/sei	nohsei	nohsei	noe/w	noe/w				NOH/SEI	NOE/W
1	6	C		4	τε	τε	τε	τε	te	te	te	te	te				TE	TE
1	6	N1	ASF	13570	παραβολὴν	παραβολην	παραβολην	παραβολή	parabolh\n	parabolhn	parabolhn	parabolh/	parabolh/				PARABOLH\N	PARABOLH/
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	A1	ASM	9475	σκοτεινὸν	σκοτεινον	σκοτεινον	σκοτεινός	skoteino\n	skoteinon	skoteinon	skoteino/j	skoteino/j				SKOTEINO\N	SKOTEINO/S
1	6	N2	ASM	9474	λόγον	λογον	λογον	λόγος	lo/gon	logon	logon	lo/goj	lo/goj				LO/GON	LO/GOS
1	6	N3I	APF	14082	ῥήσεις	ῥησεις	ρησεις	ῥῆσις	r(h/seij	r(hseij	rhseij	r(h~sij	r(h=sij				R(H/SEIS	R(H=SIS
1	6	C		4	τε	τε	τε	τε	te	te	te	te	te				TE	TE
1	6	A1	GPM	10051	σοφῶν	σοφων	σοφων	σοφός	sofw~n	sofwn	sofwn	sofo/j	sofo/j				SOFW=N	SOFO/S
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	N3M	APN	18178	αἰνίγματα	αἰνιγματα	αινιγματα	αἴνιγμα	ai)ni/gmata	ai)nigmata	ainigmata	ai/)nigma	ai)/nigma			.	AI)NI/GMATA	AI)/NIGMA
1	7	N1	NSF	13442	Ἀρχὴ	ἀρχη	αρχη	ἀρχή	A)rxh\	a)rxh	arxh	a)rxh/	a)rxh/				A)RXH\	A)RXH/
1	7	N1A	GSF	13634	σοφίας	σοφιας	σοφιας	σοφία	sofi/aj	sofiaj	sofiaj	sofi/a	sofi/a				SOFI/AS	SOFI/A
1	7	N2	NSM	9346	φόβος	φοβος	φοβος	φόβος	fo/boj	foboj	foboj	fo/boj	fo/boj				FO/BOS	FO/BOS
1	7	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j	qeo/j			,	QEOU=	QEO/S
1	7	N3I	NSF	13442	σύνεσις	συνεσις	συνεσις	σύνεσις	su/nesij	sunesij	sunesij	su/nesij	su/nesij				SU/NESIS	SU/NESIS
1	7	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	7	A1	NSF	13443	ἀγαθὴ	ἀγαθη	αγαθη	ἀγαθός	a)gaqh\	a)gaqh	agaqh	a)gaqo/j	a)gaqo/j				A)GAQH\	A)GAQO/S
1	7	A3	DPM	10115	πᾶσι	πασι	πασι	πᾶς	pa~si	pasi	pasi	pa~j	pa=j				PA=SI	PA=S
1	7	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	7	V2	PAPDPM	5187009	ποιοῦσιν	ποιουσιν	ποιουσιν	ποιέω	poiou~sin	poiousin	poiousin	poie/w	poie/w				POIOU=SIN	POIE/W
1	7	RD	ASF	11	αὐτήν	αὐτην	αυτην	αὐτός	au)th/n	au)thn	authn	au)to/j	au)to/j			·	AU)TH/N	AU)TO/S
1	7	N1A	NSF	13442	εὐσέβεια	εὐσεβεια	ευσεβεια	εὐσέβεια	eu)se/beia	eu)sebeia	eusebeia	eu)se/beia	eu)se/beia				EU)SE/BEIA	EU)SE/BEIA
1	7	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	7	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	7	N2	ASM	9474	θεὸν	θεον	θεον	θεός	qeo\n	qeon	qeon	qeo/j	qeo/j				QEO\N	QEO/S
1	7	N1	NSF	13442	ἀρχὴ	ἀρχη	αρχη	ἀρχή	a)rxh\	a)rxh	arxh	a)rxh/	a)rxh/				A)RXH\	A)RXH/
1	7	N3I	GSF	13634	αἰσθήσεως	αἰσθησεως	αισθησεως	αἴσθησις	ai)sqh/sewj	ai)sqhsewj	aisqhsewj	ai/)sqhsij	ai)/sqhsij			,	AI)SQH/SEWS	AI)/SQHSIS
1	7	N1A	ASF	13570	σοφίαν	σοφιαν	σοφιαν	σοφία	sofi/an	sofian	sofian	sofi/a	sofi/a				SOFI/AN	SOFI/A
1	7	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	N1A	ASF	13570	παιδείαν	παιδειαν	παιδειαν	παιδεία	paidei/an	paideian	paideian	paidei/a	paidei/a				PAIDEI/AN	PAIDEI/A
1	7	A3H	NPM	9859	ἀσεβεῖς	ἀσεβεις	ασεβεις	ἀσεβής	a)sebei~j	a)sebeij	asebeij	a)sebh/j	a)sebh/j				A)SEBEI=S	A)SEBH/S
1	7	VF	FAI3P	895105	ἐξουθενήσουσιν	ἐξουθενησουσιν	εξουθενησουσιν	ἐξουθενόω	e)couqenh/sousin	e)couqenhsousin	ecouqenhsousin	e)couqeno/w	e)couqeno/w			.	E)COUQENH/SOUSIN	OU)QENO/W        E)K
1	8	V1	PAD2S	632001	ἄκουε	ἀκουε	ακουε	ἀκούω	a/)koue	a)koue	akoue	a)kou/w	a)kou/w			,	A)/KOUE	A)KOU/W
1	8	N2	VSM	9410	υἱέ	υἱε	υιε	υἱός	ui(e/	ui(e	uie	ui(o/j	ui(o/j			,	UI(E/	UI(O/S
1	8	N1A	ASF	13570	παιδείαν	παιδειαν	παιδειαν	παιδεία	paidei/an	paideian	paideian	paidei/a	paidei/a				PAIDEI/AN	PAIDEI/A
1	8	N3	GSM	9538	πατρός	πατρος	πατρος	πατήρ	patro/j	patroj	patroj	path/r	path/r				PATRO/S	PATH/R
1	8	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	D		9	μὴ	μη	μη	μή	mh\	mh	mh	mh/	mh/				MH\	MH/
1	8	VA	AAS3S	633601	ἀπώσῃ	ἀπωση	απωση	ἀπωθέω	a)pw/sh|	a)pwsh	apwsh	a)pwqe/w	a)pwqe/w				A)PW/SH|	W)QE/W           A)PO
1	8	N2	APM	9986	θεσμοὺς	θεσμους	θεσμους	θεσμός	qesmou\j	qesmouj	qesmouj	qesmo/j	qesmo/j				QESMOU\S	QESMO/S
1	8	N3	GSF	13634	μητρός	μητρος	μητρος	μήτηρ	mhtro/j	mhtroj	mhtroj	mh/thr	mh/thr				MHTRO/S	MH/THR
1	8	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			·	SOU	SU/
1	9	N2	ASM	9474	στέφανον	στεφανον	στεφανον	στέφανος	ste/fanon	stefanon	stefanon	ste/fanoj	ste/fanoj				STE/FANON	STE/FANOS
1	9	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	9	N3T	GPF	14146	χαρίτων	χαριτων	χαριτων	χάρις	xari/twn	xaritwn	xaritwn	xa/rij	xa/rij				XARI/TWN	XA/RIS
1	9	VA	AMS2S	637697	δέξῃ	δεξη	δεξη	δέχομαι	de/ch|	dech	dech	de/xomai	de/xomai				DE/CH|	DE/XOMAI
1	9	A1	DSF	13699	σῇ	ση	ση	σός	sh~|	sh	sh	so/j	so/j				SH=|	SO/S
1	9	N1	DSF	13698	κορυφῇ	κορυφη	κορυφη	κορυφή	korufh~|	korufh	korufh	korufh/	korufh/				KORUFH=|	KORUFH/
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N2	ASM	9474	κλοιὸν	κλοιον	κλοιον	κλοιός	kloio\n	kloion	kloion	kloio/j	kloio/j				KLOIO\N	KLOIO/S
1	9	A1	ASM	9475	χρύσεον	χρυσεον	χρυσεον	χρύσεος	xru/seon	xruseon	xruseon	xru/seoj	xru/seoj				XRU/SEON	XRU/SEOS
1	9	P		8	περὶ	περι	περι	περί	peri\	peri	peri	peri/	peri/				PERI\	PERI/
1	9	A1	DSM	9603	σῷ	σω	σω	σός	sw~|	sw	sw	so/j	so/j				SW=|	SO/S
1	9	N2	DSM	9602	τραχήλῳ	τραχηλω	τραχηλω	τράχηλος	traxh/lw|	traxhlw	traxhlw	tra/xhloj	tra/xhloj			.	TRAXH/LW|	TRA/XHLOS
1	10	N2	VSM	9410	υἱέ	υἱε	υιε	υἱός	ui(e/	ui(e	uie	ui(o/j	ui(o/j			,	UI(E/	UI(O/S
1	10	D		9	μή	μη	μη	μή	mh/	mh	mh	mh/	mh/				MH/	MH/
1	10	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
1	10	VA	AAS3P	895745	πλανήσωσιν	πλανησωσιν	πλανησωσιν	πλανάω	planh/swsin	planhswsin	planhswsin	plana/w	plana/w				PLANH/SWSIN	PLANA/W
1	10	N3	NPM	9858	ἄνδρες	ἀνδρες	ανδρες	ἀνήρ	a/)ndrej	a)ndrej	andrej	a)nh/r	a)nh/r				A)/NDRES	A)NH/R
1	10	A3H	NPM	9859	ἀσεβεῖς	ἀσεβεις	ασεβεις	ἀσεβής	a)sebei~j	a)sebeij	asebeij	a)sebh/j	a)sebh/j			,	A)SEBEI=S	A)SEBH/S
1	10	C		4	μηδὲ	μηδε	μηδε	μηδέ	mhde\	mhde	mhde	mhde/	mhde/				MHDE\	MHDE/
1	10	VC	APS2S	641793	βουληθῇς	βουληθης	βουληθης	βούλομαι	boulhqh~|j	boulhqhj	boulhqhj	bou/lomai	bou/lomai			,	BOULHQH=|S	BOU/LOMAI
1	10	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	10	VA	AAS3P	895745	παρακαλέσωσί	παρακαλεσωσι	παρακαλεσωσι	παρακαλέω	parakale/swsi/	parakaleswsi	parakaleswsi	parakale/w	parakale/w				PARAKALE/SWSI/	KALE/W           PARA
1	10	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
1	10	V1	PAPNPM	5055937	λέγοντες	λεγοντες	λεγοντες	λέγω	le/gontej	legontej	legontej	le/gw	le/gw				LE/GONTES	LE/GW
1	11	VB	PAD2S	632001	Ἐλθὲ	ἐλθε	ελθε	ἔρχομαι	E)lqe\	e)lqe	elqe	e/)rxomai	e)/rxomai				E)LQE\	E)/RXOMAI
1	11	P		8	μεθ	μεθ	μεθ	μετά	meq	meq	meq	meta/	meta/				MEQ'	META/
1	11	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν	h(mw~n	h(mwn	hmwn	h(mw~n	h(mw=n			,	H(MW=N	E)GW/
1	11	VA	AAD2S	633537	κοινώνησον	κοινωνησον	κοινωνησον	κοινωνέω	koinw/nhson	koinwnhson	koinwnhson	koinwne/w	koinwne/w				KOINW/NHSON	KOINWNE/W
1	11	N3M	GSN	17730	αἵματος	αἱματος	αιματος	αἷμα	ai/(matoj	ai(matoj	aimatoj	ai~(ma	ai(=ma			,	AI(/MATOS	AI(=MA
1	11	VA	AAS1P	862977	κρύψωμεν	κρυψωμεν	κρυψωμεν	κρύπτω	kru/ywmen	kruywmen	kruywmen	kru/ptw	kru/ptw				KRU/YWMEN	KRU/PTW
1	11	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	11	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	11	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=				GH=N	GH=
1	11	N3	ASM	9474	ἄνδρα	ἀνδρα	ανδρα	ἀνήρ	a/)ndra	a)ndra	andra	a)nh/r	a)nh/r				A)/NDRA	A)NH/R
1	11	A1A	ASM	9475	δίκαιον	δικαιον	δικαιον	δίκαιος	di/kaion	dikaion	dikaion	di/kaioj	di/kaioj				DI/KAION	DI/KAIOS
1	11	D		9	ἀδίκως	ἀδικως	αδικως	ἀδίκως	a)di/kwj	a)dikwj	adikwj	a)di/kwj	a)di/kwj			,	A)DI/KWS	A)DI/KWS
1	12	VB	AAS1P	862977	καταπίωμεν	καταπιωμεν	καταπιωμεν	καταπίνω	katapi/wmen	katapiwmen	katapiwmen	katapi/nw	katapi/nw				KATAPI/WMEN	PI/NW            KATA
1	12	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	12	RD	ASM	11	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j	au)to/j				AU)TO\N	AU)TO/S
1	12	D		9	ὥσπερ	ὡσπερ	ωσπερ	ὥσπερ	w/(sper	w(sper	wsper	w/(sper	w(/sper				W(/SPER	W(/SPER
1	12	N1M	NSM	9346	ᾅδης	ἁδης	αδης	ᾅδης	a/(|dhj	a(dhj	adhj	a/(|dhj	a(/|dhj				A(/|DHS	A(/|DHS
1	12	V3	PAPASM	4859329	ζῶντα	ζωντα	ζωντα	ζάω	zw~nta	zwnta	zwnta	za/w	za/w				ZW=NTA	ZA/W
1	12	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	12	VA	AAS1P	862977	ἄρωμεν	ἀρωμεν	αρωμεν	αἴρω	a/)rwmen	a)rwmen	arwmen	ai/)rw	ai)/rw				A)/RWMEN	AI)/RW
1	12	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	12	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	12	N1	ASF	13570	μνήμην	μνημην	μνημην	μνήμη	mnh/mhn	mnhmhn	mnhmhn	mnh/mh	mnh/mh				MNH/MHN	MNH/MH
1	12	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	12	N1	GSF	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~	gh=			·	GH=S	GH=
1	13	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	13	N3I	ASF	13570	κτῆσιν	κτησιν	κτησιν	κτῆσις	kth~sin	kthsin	kthsin	kth~sij	kth=sij				KTH=SIN	KTH=SIS
1	13	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	13	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	13	A3H	ASF	13571	πολυτελῆ	πολυτελη	πολυτελη	πολυτελής	polutelh~	polutelh	polutelh	polutelh/j	polutelh/j				POLUTELH=	POLUTELH/S
1	13	VB	AMS1P	867073	καταλαβώμεθα	καταλαβωμεθα	καταλαβωμεθα	καταλαμβάνω	katalabw/meqa	katalabwmeqa	katalabwmeqa	katalamba/nw	katalamba/nw			,	KATALABW/MEQA	LAMBA/NW         KATA
1	13	VH	AAS1P	862977	πλήσωμεν	πλησωμεν	πλησωμεν	πλήθω	plh/swmen	plhswmen	plhswmen	plh/qw	plh/qw				PLH/SWMEN	PI/MPLHMI
1	13	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	13	N2	APM	9986	οἴκους	οἰκους	οικους	οἶκος	oi/)kouj	oi)kouj	oikouj	oi~)koj	oi)=koj				OI)/KOUS	OI)=KOS
1	13	A1A	APM	9987	ἡμετέρους	ἡμετερους	ημετερους	ἡμέτερος	h(mete/rouj	h(meterouj	hmeterouj	h(me/teroj	h(me/teroj				H(METE/ROUS	H(ME/TEROS
1	13	N2N	GPN	18242	σκύλων	σκυλων	σκυλων	σκῦλον	sku/lwn	skulwn	skulwn	sku~lon	sku=lon			·	SKU/LWN	SKU=LON
1	14	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	14	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	14	A1	ASM	9475	σὸν	σον	σον	σός	so\n	son	son	so/j	so/j				SO\N	SO/S
1	14	N2	ASM	9474	κλῆρον	κληρον	κληρον	κλῆρος	klh~ron	klhron	klhron	klh~roj	klh=roj				KLH=RON	KLH=ROS
1	14	VB	AAD2S	633537	βάλε	βαλε	βαλε	βάλλω	ba/le	bale	bale	ba/llw	ba/llw				BA/LE	BA/LLW
1	14	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	14	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν	h(mi~n	h(min	hmin	h(mi~n	h(mi=n			,	H(MI=N	E)GW/
1	14	A1	ASN	17667	κοινὸν	κοινον	κοινον	κοινός	koino\n	koinon	koinon	koino/j	koino/j				KOINO\N	KOINO/S
1	14	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	14	N2N	ASN	17666	βαλλάντιον	βαλλαντιον	βαλλαντιον	βαλλάντιον	balla/ntion	ballantion	ballantion	balla/ntion	balla/ntion				BALLA/NTION	BALLA/NTION
1	14	VA	AMS1P	867073	κτησώμεθα	κτησωμεθα	κτησωμεθα	κτάομαι	kthsw/meqa	kthswmeqa	kthswmeqa	kta/omai	kta/omai				KTHSW/MEQA	KTA/OMAI
1	14	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j			,	PA/NTES	PA=S
1	14	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	14	N2N	ASN	17666	μαρσίππιον	μαρσιππιον	μαρσιππιον	μαρσίππιον	marsi/ppion	marsippion	marsippion	marsi/ppion	marsi/ppion				MARSI/PPION	MARSI/PPION
1	14	A3	ASN	17667	ἓν	ἑν	εν	εἷς	e\(n	e(n	en	ei~(j	ei(=j				E(\N	EI(=S
1	14	VC	APD3S	641729	γενηθήτω	γενηθητω	γενηθητω	γίνομαι	genhqh/tw	genhqhtw	genhqhtw	gi/nomai	gi/nomai				GENHQH/TW	GI/GNOMAI
1	14	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν	h(mi~n	h(min	hmin	h(mi~n	h(mi=n			.	H(MI=N	E)GW/
1	15	D		9	μὴ	μη	μη	μή	mh\	mh	mh	mh/	mh/				MH\	MH/
1	15	VC	APS2S	641793	πορευθῇς	πορευθης	πορευθης	πορεύομαι	poreuqh~|j	poreuqhj	poreuqhj	poreu/omai	poreu/omai				POREUQH=|S	POREU/OMAI
1	15	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	15	N2	DSM	9602	ὁδῷ	ὁδω	οδω	ὁδός	o(dw~|	o(dw	odw	o(do/j	o(do/j				O(DW=|	O(DO/S
1	15	P		8	μετ	μετ	μετ	μετά	met	met	met	meta/	meta/				MET'	META/
1	15	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j			,	AU)TW=N	AU)TO/S
1	15	VB	AAD2S	633537	ἔκκλινον	ἐκκλινον	εκκλινον	ἐκκλίνω	e/)kklinon	e)kklinon	ekklinon	e)kkli/nw	e)kkli/nw				E)/KKLINON	KLI/NW           E)K
1	15	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	15	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	15	N3D	ASM	9474	πόδα	ποδα	ποδα	πούς	po/da	poda	poda	pou/j	pou/j				PO/DA	POU/S
