1	1	N	NSM	9346	Αδαμ	αδαμ	αδαμ	Ἀδάμ	Adam	adam	adam	A)da/m	A)da/m			,	*ADAM	*ADAM
1	5	N	NSM	9346	Μοσοχ	μοσοχ	μοσοχ	Μοσοχ	Mosox	mosox	mosox	Mosox	Mosox				*MOSOX	*MOSOX
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	N	NSM	9346	Θιρας	θιρας	θιρας	Θιρας	Qiraj	qiraj	qiraj	Qiraj	Qiraj			.	*QIRAS	*QIRAS
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	6	N	GSM	9538	Γαμερ	γαμερ	γαμερ	Γαμερ	Gamer	gamer	gamer	Gamer	Gamer			·	*GAMER	*GAMER
1	6	N	NSM	9346	Ασχαναζ	ασχαναζ	ασχαναζ	Ασχαναζ	Asxanaz	asxanaz	asxanaz	Asxanaz	Asxanaz				*ASXANAZ	*ASXANAZ
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	N	NSM	9346	Ριφαθ	ριφαθ	ριφαθ	Ριφαθ	Rifaq	rifaq	rifaq	Rifaq	Rifaq				*RIFAQ	*RIFAQ
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	N	NSM	9346	Θοργαμα	θοργαμα	θοργαμα	Θοργαμα	Qorgama	qorgama	qorgama	Qorgama	Qorgama			.	*QORGAMA	*QORGAMA
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	7	N	GSM	9538	Ιωυαν	ιωυαν	ιωυαν	Ιωυαν	Iwuan	iwuan	iwuan	Iwuan	Iwuan			·	*IWUAN	*IWUAN
1	7	N	NSM	9346	Ελισα	ελισα	ελισα	Ελισα	Elisa	elisa	elisa	Elisa	Elisa				*ELISA	*ELISA
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	N	NSM	9346	Θαρσις	θαρσις	θαρσις	Θαρσις	Qarsij	qarsij	qarsij	Qarsij	Qarsij			,	*QARSIS	*QARSIS
1	7	N2	NPM	9858	Κίτιοι	κιτιοι	κιτιοι	Κίτιοι	Ki/tioi	kitioi	kitioi	Ki/tioi	Ki/tioi				*KI/TIOI	*KI/TIOI
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	N2	NPM	9858	Ῥόδιοι	ῥοδιοι	ροδιοι	Ῥόδιοι	R(o/dioi	r(odioi	rodioi	R(o/dioi	R(o/dioi			.	*R(O/DIOI	*R(O/DIOI
1	8	C		4	Καὶ	και	και	καί	Kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	8	N	GSM	9538	Χαμ	χαμ	χαμ	Χαμ	Xam	xam	xam	Xam	Xam			·	*XAM	*XAM
1	8	N	NSM	9346	Χους	χους	χους	Χους	Xouj	xouj	xouj	Xouj	Xouj				*XOUS	*XOUS
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	N	NSM	9346	Μεστραιμ	μεστραιμ	μεστραιμ	Μεστραιμ	Mestraim	mestraim	mestraim	Mestraim	Mestraim			,	*MESTRAIM	*MESTRAIM
1	8	N	NSM	9346	Φουδ	φουδ	φουδ	Φουδ	Foud	foud	foud	Foud	Foud				*FOUD	*FOUD
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	N	NSM	9346	Χανααν	χανααν	χανααν	Χαναάν	Xanaan	xanaan	xanaan	Xanaa/n	Xanaa/n			.	*XANAAN	*XANAAN
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	9	N	GSM	9538	Χους	χους	χους	Χους	Xouj	xouj	xouj	Xouj	Xouj			·	*XOUS	*XOUS
1	9	N	NSM	9346	Σαβα	σαβα	σαβα	Σαβα	Saba	saba	saba	Saba	Saba				*SABA	*SABA
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N	NSM	9346	Ευιλατ	ευιλατ	ευιλατ	Ευιλατ	Euilat	euilat	euilat	Euilat	Euilat				*EUILAT	*EUILAT
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N	NSM	9346	Σαβαθα	σαβαθα	σαβαθα	Σαβαθα	Sabaqa	sabaqa	sabaqa	Sabaqa	Sabaqa				*SABAQA	*SABAQA
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N	NSM	9346	Ρεγμα	ρεγμα	ρεγμα	Ρεγμα	Regma	regma	regma	Regma	Regma				*REGMA	*REGMA
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N	NSM	9346	Σεβεκαθα	σεβεκαθα	σεβεκαθα	Σεβεκαθα	Sebekaqa	sebekaqa	sebekaqa	Sebekaqa	Sebekaqa			.	*SEBEKAQA	*SEBEKAQA
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	9	N	GSM	9538	Ρεγμα	ρεγμα	ρεγμα	Ρεγμα	Regma	regma	regma	Regma	Regma			·	*REGMA	*REGMA
1	9	N	NSM	9346	Σαβα	σαβα	σαβα	Σαβα	Saba	saba	saba	Saba	Saba				*SABA	*SABA
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	N	NSM	9346	Ουδαδαν	ουδαδαν	ουδαδαν	Ουδαδαν	Oudadan	oudadan	oudadan	Oudadan	Oudadan			.	*OUDADAN	*OUDADAN
1	10	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	10	N	NSM	9346	Χους	χους	χους	Χους	Xouj	xouj	xouj	Xouj	Xouj				*XOUS	*XOUS
1	10	VAI	AAI3S	633473	ἐγέννησεν	ἐγεννησεν	εγεννησεν	γεννάω	e)ge/nnhsen	e)gennhsen	egennhsen	genna/w	genna/w				E)GE/NNHSEN	GENNA/W
1	10	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	10	N	ASM	9474	Νεβρωδ	νεβρωδ	νεβρωδ	Νεβρωδ	Nebrwd	nebrwd	nebrwd	Nebrwd	Nebrwd			·	*NEBRWD	*NEBRWD
1	10	RD	NSM	11	οὗτος	οὑτος	ουτος	οὗτος	ou~(toj	ou(toj	outoj	ou~(toj	ou(=toj				OU(=TOS	OU(=TOS
1	10	VAI	AMI3S	637569	ἤρξατο	ἠρξατο	ηρξατο	ἄρχω	h/)rcato	h)rcato	hrcato	a/)rxw	a)/rxw				H)/RCATO	A)/RXW
1	10	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	10	V9	PAN	304513	εἶναι	εἰναι	ειναι	εἰμί	ei~)nai	ei)nai	einai	ei)mi/	ei)mi/				EI)=NAI	EI)MI/
1	10	N3	NSM	9346	γίγας	γιγας	γιγας	γίγας	gi/gaj	gigaj	gigaj	gi/gaj	gi/gaj				GI/GAS	GI/GAS
1	10	A1B	NSM	9347	κυνηγὸς	κυνηγος	κυνηγος	κυνηγός	kunhgo\j	kunhgoj	kunhgoj	kunhgo/j	kunhgo/j				KUNHGO\S	KUNHGO/S
1	10	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	10	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
1	10	N1	GSF	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~	gh=			.	GH=S	GH=
1	17	N2	NPM	9858	Υἱοὶ	υἱοι	υιοι	υἱός	Ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	17	N	GSM	9538	Σημ	σημ	σημ	Σήμ	Shm	shm	shm	Sh/m	Sh/m			·	*SHM	*SHM
1	17	N	NSM	9346	Αιλαμ	αιλαμ	αιλαμ	Αιλαμ	Ailam	ailam	ailam	Ailam	Ailam				*AILAM	*AILAM
1	17	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	17	N	NSM	9346	Ασσουρ	ασσουρ	ασσουρ	Ασσουρ	Assour	assour	assour	Assour	Assour				*ASSOUR	*ASSOUR
1	17	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	17	N	NSM	9346	Αρφαξαδ	αρφαξαδ	αρφαξαδ	Ἀρφαξάδ	Arfacad	arfacad	arfacad	A)rfaca/d	A)rfaca/d			,	*ARFACAD	*ARFACAD
1	24	N	NSM	9346	Σαλα	σαλα	σαλα	Σαλά	Sala	sala	sala	Sala/	Sala/			,	*SALA	*SALA
1	25	N	NSM	9346	Εβερ	εβερ	εβερ	Ἐβέρ	Eber	eber	eber	E)be/r	E)be/r			,	*EBER	*EBER
1	25	N	NSM	9346	Φαλεκ	φαλεκ	φαλεκ	Φάλεκ	Falek	falek	falek	Fa/lek	Fa/lek			,	*FALEK	*FALEK
1	25	N	NSM	9346	Ραγαυ	ραγαυ	ραγαυ	Ῥαγαῦ	Ragau	ragau	ragau	R(agau~	R(agau=			,	*RAGAU	*RAGAU
1	26	N	NSM	9346	Σερουχ	σερουχ	σερουχ	Σερούχ	Seroux	seroux	seroux	Serou/x	Serou/x			,	*SEROUX	*SEROUX
1	26	N	NSM	9346	Ναχωρ	ναχωρ	ναχωρ	Ναχώρ	Naxwr	naxwr	naxwr	Naxw/r	Naxw/r			,	*NAXWR	*NAXWR
1	26	N	NSM	9346	Θαρα	θαρα	θαρα	Θάρα	Qara	qara	qara	Qa/ra	Qa/ra			,	*QARA	*QARA
1	27	N	NSM	9346	Αβρααμ	αβρααμ	αβρααμ	Ἀβραάμ	Abraam	abraam	abraam	A)braa/m	A)braa/m			.	*ABRAAM	*A)BRAA/M
1	28	N2	NPM	9858	Υἱοὶ	υἱοι	υιοι	υἱός	Ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	28	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	28	N	GSM	9538	Αβρααμ	αβρααμ	αβρααμ	Ἀβραάμ	Abraam	abraam	abraam	A)braa/m	A)braa/m			·	*ABRAAM	*A)BRAA/M
1	28	N	NSM	9346	Ισαακ	ισαακ	ισαακ	Ἰσαάκ	Isaak	isaak	isaak	I)saa/k	I)saa/k				*ISAAK	*ISAAK
1	28	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	28	N	NSM	9346	Ισμαηλ	ισμαηλ	ισμαηλ	Ισμαηλ	Ismahl	ismahl	ismahl	Ismahl	Ismahl			.	*ISMAHL	*ISMAHL
1	29	RD	NPF	11	αὗται	αὑται	αυται	οὗτος	au~(tai	au(tai	autai	ou~(toj	ou(=toj				AU(=TAI	OU(=TOS
1	29	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	29	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
1	29	N3I	NPF	13954	γενέσεις	γενεσεις	γενεσεις	γένεσις	gene/seij	geneseij	geneseij	ge/nesij	ge/nesij				GENE/SEIS	GE/NESIS
1	29	A1B	GSM	9539	πρωτοτόκου	πρωτοτοκου	πρωτοτοκου	πρωτότοκος	prwtoto/kou	prwtotokou	prwtotokou	prwto/tokoj	prwto/tokoj				PRWTOTO/KOU	PRWTO/TOKOS
1	29	N	GSM	9538	Ισμαηλ	ισμαηλ	ισμαηλ	Ισμαηλ	Ismahl	ismahl	ismahl	Ismahl	Ismahl			·	*ISMAHL	*ISMAHL
1	29	N	NSM	9346	Ναβαιωθ	ναβαιωθ	ναβαιωθ	Ναβαιωθ	Nabaiwq	nabaiwq	nabaiwq	Nabaiwq	Nabaiwq				*NABAIWQ	*NABAIWQ
1	29	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	29	N	NSM	9346	Κηδαρ	κηδαρ	κηδαρ	Κηδαρ	Khdar	khdar	khdar	Khdar	Khdar			,	*KHDAR	*KHDAR
1	29	N	NSM	9346	Ναβδεηλ	ναβδεηλ	ναβδεηλ	Ναβδεηλ	Nabdehl	nabdehl	nabdehl	Nabdehl	Nabdehl			,	*NABDEHL	*NABDEHL
1	29	N	NSM	9346	Μαβσαν	μαβσαν	μαβσαν	Μαβσαν	Mabsan	mabsan	mabsan	Mabsan	Mabsan			,	*MABSAN	*MABSAN
1	30	N	NSM	9346	Μασμα	μασμα	μασμα	Μασμα	Masma	masma	masma	Masma	Masma			,	*MASMA	*MASMA
1	30	N	NSM	9346	Ιδουμα	ιδουμα	ιδουμα	Ιδουμα	Idouma	idouma	idouma	Idouma	Idouma			,	*IDOUMA	*IDOUMA
1	30	N	NSM	9346	Μασση	μασση	μασση	Μασση	Massh	massh	massh	Massh	Massh			,	*MASSH	*MASSH
1	30	N	NSM	9346	Χοδδαδ	χοδδαδ	χοδδαδ	Χοδδαδ	Xoddad	xoddad	xoddad	Xoddad	Xoddad			,	*XODDAD	*XODDAD
1	30	N	NSM	9346	Θαιμαν	θαιμαν	θαιμαν	Θαιμάν	Qaiman	qaiman	qaiman	Qaima/n	Qaima/n			,	*QAIMAN	*QAIMAN
1	31	N	NSM	9346	Ιεττουρ	ιεττουρ	ιεττουρ	Ιεττουρ	Iettour	iettour	iettour	Iettour	Iettour			,	*IETTOUR	*IETTOUR
1	31	N	NSM	9346	Ναφες	ναφες	ναφες	Ναφες	Nafej	nafej	nafej	Nafej	Nafej				*NAFES	*NAFES
1	31	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	31	N	NSM	9346	Κεδμα	κεδμα	κεδμα	Κεδμα	Kedma	kedma	kedma	Kedma	Kedma			.	*KEDMA	*KEDMA
1	31	RD	NPM	11	οὗτοί	οὑτοι	ουτοι	οὗτος	ou~(toi/	ou(toi	outoi	ou~(toj	ou(=toj				OU(=TOI/	OU(=TOS
1	31	V9	PAI3P	894081	εἰσιν	εἰσιν	εισιν	εἰμί	ei)sin	ei)sin	eisin	ei)mi/	ei)mi/				EI)SIN	EI)MI/
1	31	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	31	N	GSM	9538	Ισμαηλ	ισμαηλ	ισμαηλ	Ισμαηλ	Ismahl	ismahl	ismahl	Ismahl	Ismahl			.	*ISMAHL	*ISMAHL
1	32	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	32	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	32	N	GSF	13634	Χεττουρας	χεττουρας	χεττουρας	Χεττουρα	Xettouraj	xettouraj	xettouraj	Xettoura	Xettoura				*XETTOURAS	*XETTOURA
1	32	N1	GSF	13634	παλλακῆς	παλλακης	παλλακης	παλλακή	pallakh~j	pallakhj	pallakhj	pallakh/	pallakh/				PALLAKH=S	PALLAKH/
1	32	N	GSM	9538	Αβρααμ	αβρααμ	αβρααμ	Ἀβραάμ	Abraam	abraam	abraam	A)braa/m	A)braa/m			·	*ABRAAM	*A)BRAA/M
1	32	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	32	VBI	AAI3S	633473	ἔτεκεν	ἐτεκεν	ετεκεν	τίκτω	e/)teken	e)teken	eteken	ti/ktw	ti/ktw				E)/TEKEN	TI/KTW
1	32	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j	au)to/j				AU)TW=|	AU)TO/S
1	32	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	32	N	ASM	9474	Ζεμβραν	ζεμβραν	ζεμβραν	Ζεμβραν	Zembran	zembran	zembran	Zembran	Zembran			,	*ZEMBRAN	*ZEMBRAN
1	32	N	ASM	9474	Ιεξαν	ιεξαν	ιεξαν	Ιεξαν	Iecan	iecan	iecan	Iecan	Iecan			,	*IECAN	*IECAN
1	32	N	ASM	9474	Μαδαν	μαδαν	μαδαν	Μαδαν	Madan	madan	madan	Madan	Madan			,	*MADAN	*MADAN
1	32	N	ASM	9474	Μαδιαμ	μαδιαμ	μαδιαμ	Μαδιάν	Madiam	madiam	madiam	Madia/n	Madia/n			,	*MADIAM	*MADIAM
1	32	N	ASM	9474	Σοβακ	σοβακ	σοβακ	Σοβακ	Sobak	sobak	sobak	Sobak	Sobak			,	*SOBAK	*SOBAK
1	32	N	ASM	9474	Σωε	σωε	σωε	Σωε	Swe	swe	swe	Swe	Swe			.	*SWE	*SWE
1	32	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	32	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	32	N	GSM	9538	Ιεξαν	ιεξαν	ιεξαν	Ιεξαν	Iecan	iecan	iecan	Iecan	Iecan			·	*IECAN	*IECAN
1	32	N	NSM	9346	Σαβα	σαβα	σαβα	Σαβα	Saba	saba	saba	Saba	Saba				*SABA	*SABA
1	32	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	32	N	NSM	9346	Δαιδαν	δαιδαν	δαιδαν	Δαιδαν	Daidan	daidan	daidan	Daidan	Daidan			.	*DAIDAN	*DAIDAN
1	33	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	33	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	33	N	GSM	9538	Μαδιαμ	μαδιαμ	μαδιαμ	Μαδιάν	Madiam	madiam	madiam	Madia/n	Madia/n			·	*MADIAM	*MADIAM
1	33	N	NSM	9346	Γαιφα	γαιφα	γαιφα	Γαιφα	Gaifa	gaifa	gaifa	Gaifa	Gaifa				*GAIFA	*GAIFA
1	33	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	33	N	NSM	9346	Οφερ	οφερ	οφερ	Οφερ	Ofer	ofer	ofer	Ofer	Ofer				*OFER	*OFER
1	33	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	33	N	NSM	9346	Ενωχ	ενωχ	ενωχ	Ἐνώχ	Enwx	enwx	enwx	E)nw/x	E)nw/x				*ENWX	*ENWX
1	33	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	33	N	NSM	9346	Αβιδα	αβιδα	αβιδα	Αβιδα	Abida	abida	abida	Abida	Abida				*ABIDA	*ABIDA
1	33	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	33	N	NSM	9346	Ελδαα	ελδαα	ελδαα	Ελδαα	Eldaa	eldaa	eldaa	Eldaa	Eldaa			.	*ELDAA	*ELDAA
1	33	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
1	33	RD	NPM	11	οὗτοι	οὑτοι	ουτοι	οὗτος	ou~(toi	ou(toi	outoi	ou~(toj	ou(=toj				OU(=TOI	OU(=TOS
1	33	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	33	N	GSF	13634	Χεττουρας	χεττουρας	χεττουρας	Χεττουρα	Xettouraj	xettouraj	xettouraj	Xettoura	Xettoura			.	*XETTOURAS	*XETTOURA
1	34	C		4	Καὶ	και	και	καί	Kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	34	VAI	AAI3S	633473	ἐγέννησεν	ἐγεννησεν	εγεννησεν	γεννάω	e)ge/nnhsen	e)gennhsen	egennhsen	genna/w	genna/w				E)GE/NNHSEN	GENNA/W
1	34	N	NSM	9346	Αβρααμ	αβρααμ	αβρααμ	Ἀβραάμ	Abraam	abraam	abraam	A)braa/m	A)braa/m				*ABRAAM	*A)BRAA/M
1	34	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	34	N	ASM	9474	Ισαακ	ισαακ	ισαακ	Ἰσαάκ	Isaak	isaak	isaak	I)saa/k	I)saa/k			.	*ISAAK	*ISAAK
1	34	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	34	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	34	N	GSM	9538	Ισαακ	ισαακ	ισαακ	Ἰσαάκ	Isaak	isaak	isaak	I)saa/k	I)saa/k			·	*ISAAK	*ISAAK
1	34	N	NSM	9346	Ησαυ	ησαυ	ησαυ	Ἠσαῦ	Hsau	hsau	hsau	H)sau~	H)sau=				*HSAU	*HSAU
1	34	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	34	N	NSM	9346	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	Iakwb	iakwb	iakwb	I)akw/b	I)akw/b			.	*IAKWB	*I)AKW/B
1	35	N2	NPM	9858	Υἱοὶ	υἱοι	υιοι	υἱός	Ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
1	35	N	GSM	9538	Ησαυ	ησαυ	ησαυ	Ἠσαῦ	Hsau	hsau	hsau	H)sau~	H)sau=			·	*HSAU	*HSAU
1	35	N	NSM	9346	Ελιφας	ελιφας	ελιφας	Ελιφας	Elifaj	elifaj	elifaj	Elifaj	Elifaj				*ELIFAS	*ELIFAS
1	35	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	35	N	NSM	9346	Ραγουηλ	ραγουηλ	ραγουηλ	Ῥαγουήλ	Ragouhl	ragouhl	ragouhl	R(agouh/l	R(agouh/l				*RAGOUHL	*RAGOUHL
1	35	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	35	N	NSM	9346	Ιεουλ	ιεουλ	ιεουλ	Ιεουλ	Ieoul	ieoul	ieoul	Ieoul	Ieoul				*IEOUL	*IEOUL
1	35	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	35	N	NSM	9346	Ιεγλομ	ιεγλομ	ιεγλομ	Ιεγλομ	Ieglom	ieglom	ieglom	Ieglom	Ieglom				*IEGLOM	*IEGLOM
1	35	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
