1	1	N3M	NPN	18050	Ῥήματα	ῥηματα	ρηματα	ῥῆμα	R(h/mata	r(hmata	rhmata	r(h~ma	r(h=ma				R(H/MATA	R(H=MA
1	2	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
1	2	N1M	NSM	9346	Ἐκκλησιαστής	ἐκκλησιαστης	εκκλησιαστης	Ἐκκλησιαστής	E)kklhsiasth/j	e)kklhsiasthj	ekklhsiasthj	E)kklhsiasth/j	E)kklhsiasth/j			,	*E)KKLHSIASTH/S	*E)KKLHSIASTH/S
1	2	N3T	NSM	9346	ματαιότης	ματαιοτης	ματαιοτης	ματαιότης	mataio/thj	mataiothj	mataiothj	mataio/thj	mataio/thj				MATAIO/THS	MATAIO/THS
1	2	N3T	GPF	14146	ματαιοτήτων	ματαιοτητων	ματαιοτητων	ματαιότης	mataioth/twn	mataiothtwn	mataiothtwn	mataio/thj	mataio/thj			,	MATAIOTH/TWN	MATAIO/THS
1	2	RA	NPN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	2	A3	NPN	18051	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j				PA/NTA	PA=S
1	2	N3T	NSF	13442	ματαιότης	ματαιοτης	ματαιοτης	ματαιότης	mataio/thj	mataiothj	mataiothj	mataio/thj	mataio/thj			.	MATAIO/THS	MATAIO/THS
1	3	RI	NSF	12	τίς	τις	τις	τίς	ti/j	tij	tij	ti/j	ti/j				TI/S	TI/S
1	3	N1A	NSF	13442	περισσεία	περισσεια	περισσεια	περισσεία	perissei/a	perisseia	perisseia	perissei/a	perissei/a				PERISSEI/A	PERISSEI/A
1	3	RA	DSM	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
1	3	N2	DSM	9602	ἀνθρώπῳ	ἀνθρωπω	ανθρωπω	ἄνθρωπος	a)nqrw/pw|	a)nqrwpw	anqrwpw	a/)nqrwpoj	a)/nqrwpoj				A)NQRW/PW|	A)/NQRWPOS
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	3	A3	DSM	9603	παντὶ	παντι	παντι	πᾶς	panti\	panti	panti	pa~j	pa=j				PANTI\	PA=S
1	3	N2	DSM	9602	μόχθῳ	μοχθω	μοχθω	μόχθος	mo/xqw|	moxqw	moxqw	mo/xqoj	mo/xqoj				MO/XQW|	MO/XQOS
1	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			,	AU)TOU=	AU)TO/S
1	3	RR	DSM	14	ᾧ	ὡ	ω	ὅς	w~(|	w(	w	o/(j	o(/j				W(=|	O(/S
1	3	V2	PAI3S	631937	μοχθεῖ	μοχθει	μοχθει	μοχθέω	moxqei~	moxqei	moxqei	moxqe/w	moxqe/w				MOXQEI=	MOXQE/W
1	3	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po\	u(po	upo	u(po/	u(po/				U(PO\	U(PO/
1	3	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	3	N2	ASM	9474	ἥλιον	ἡλιον	ηλιον	ἥλιος	h/(lion	h(lion	hlion	h/(lioj	h(/lioj			;	H(/LION	H(/LIOS
1	4	N1A	NSF	13442	γενεὰ	γενεα	γενεα	γενεά	genea\	genea	genea	genea/	genea/				GENEA\	GENEA/
1	4	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι	poreu/etai	poreuetai	poreuetai	poreu/omai	poreu/omai				POREU/ETAI	POREU/OMAI
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	N1A	NSF	13442	γενεὰ	γενεα	γενεα	γενεά	genea\	genea	genea	genea/	genea/				GENEA\	GENEA/
1	4	V1	PMI3S	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι	e/)rxetai	e)rxetai	erxetai	e/)rxomai	e)/rxomai			,	E)/RXETAI	E)/RXOMAI
1	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	4	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	4	N1	NSF	13442	γῆ	γη	γη	γῆ	gh~	gh	gh	gh~	gh=				GH=	GH=
1	4	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	4	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	4	N3W	ASM	9474	αἰῶνα	αἰωνα	αιωνα	αἰών	ai)w~na	ai)wna	aiwna	ai)w/n	ai)w/n				AI)W=NA	AI)W/N
1	4	VXI	XAI3S	633985	ἕστηκεν	ἑστηκεν	εστηκεν	ἵστημι	e/(sthken	e(sthken	esthken	i/(sthmi	i(/sthmi			.	E(/STHKEN	I(/STHMI
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	V1	PAI3S	631937	ἀνατέλλει	ἀνατελλει	ανατελλει	ἀνατέλλω	a)nate/llei	a)natellei	anatellei	a)nate/llw	a)nate/llw				A)NATE/LLEI	TE/LLW           A)NA
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
1	5	N2	NSM	9346	ἥλιος	ἡλιος	ηλιος	ἥλιος	h/(lioj	h(lioj	hlioj	h/(lioj	h(/lioj				H(/LIOS	H(/LIOS
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	V1	PAI3S	631937	δύνει	δυνει	δυνει	δύνω	du/nei	dunei	dunei	du/nw	du/nw				DU/NEI	DU/W
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
1	5	N2	NSM	9346	ἥλιος	ἡλιος	ηλιος	ἥλιος	h/(lioj	h(lioj	hlioj	h/(lioj	h(/lioj				H(/LIOS	H(/LIOS
1	5	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	5	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	5	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	5	N2	ASM	9474	τόπον	τοπον	τοπον	τόπος	to/pon	topon	topon	to/poj	to/poj				TO/PON	TO/POS
1	5	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	5	V1	PAI3S	631937	ἕλκει	ἑλκει	ελκει	ἑλκύω	e/(lkei	e(lkei	elkei	e(lku/w	e(lku/w			·	E(/LKEI	E(/LKW
1	6	V1	PAPNSM	4793793	ἀνατέλλων	ἀνατελλων	ανατελλων	ἀνατέλλω	a)nate/llwn	a)natellwn	anatellwn	a)nate/llw	a)nate/llw				A)NATE/LLWN	TE/LLW           A)NA
1	6	RD	NSM	11	αὐτὸς	αὐτος	αυτος	αὐτός	au)to\j	au)toj	autoj	au)to/j	au)to/j				AU)TO\S	AU)TO/S
1	6	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei~	e)kei	ekei	e)kei~	e)kei=				E)KEI=	E)KEI=
1	6	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι	poreu/etai	poreuetai	poreuetai	poreu/omai	poreu/omai				POREU/ETAI	POREU/OMAI
1	6	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	6	N2	ASM	9474	νότον	νοτον	νοτον	νότος	no/ton	noton	noton	no/toj	no/toj				NO/TON	NO/TOS
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	V4	PAI3S	631937	κυκλοῖ	κυκλοι	κυκλοι	κυκλόω	kukloi~	kukloi	kukloi	kuklo/w	kuklo/w				KUKLOI=	KUKLO/W
1	6	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
1	6	N1T	ASM	9474	βορρᾶν	βορραν	βορραν	βορρᾶς	borra~n	borran	borran	borra~j	borra=j			·	BORRA=N	BORE/AS
1	6	V4	PAI3S	631937	κυκλοῖ	κυκλοι	κυκλοι	κυκλόω	kukloi~	kukloi	kukloi	kuklo/w	kuklo/w				KUKLOI=	KUKLO/W
1	6	N2	GPM	10050	κυκλῶν	κυκλων	κυκλων	κύκλος	kuklw~n	kuklwn	kuklwn	ku/kloj	ku/kloj			,	KUKLW=N	KU/KLOS
1	6	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι	poreu/etai	poreuetai	poreuetai	poreu/omai	poreu/omai				POREU/ETAI	POREU/OMAI
1	6	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu~ma	pneuma	pneuma	pneu~ma	pneu=ma			,	PNEU=MA	PNEU=MA
1	6	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	6	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
1	6	N2	APM	9986	κύκλους	κυκλους	κυκλους	κύκλος	ku/klouj	kuklouj	kuklouj	ku/kloj	ku/kloj				KU/KLOUS	KU/KLOS
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
1	6	V1	PAI3S	631937	ἐπιστρέφει	ἐπιστρεφει	επιστρεφει	ἐπιστρέφω	e)pistre/fei	e)pistrefei	epistrefei	e)pistre/fw	e)pistre/fw				E)PISTRE/FEI	STRE/FW          E)PI
1	6	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu~ma	pneuma	pneuma	pneu~ma	pneu=ma			.	PNEU=MA	PNEU=MA
1	7	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	7	N2	NPM	9858	χείμαρροι	χειμαρροι	χειμαρροι	χειμάρρους	xei/marroi	xeimarroi	xeimarroi	xeima/rrouj	xeima/rrouj			,	XEI/MARROI	XEIMA/RROUS
1	7	V1	PMI3P	898177	πορεύονται	πορευονται	πορευονται	πορεύομαι	poreu/ontai	poreuontai	poreuontai	poreu/omai	poreu/omai				POREU/ONTAI	POREU/OMAI
1	7	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	7	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	7	N1S	ASF	13570	θάλασσαν	θαλασσαν	θαλασσαν	θάλασσα	qa/lassan	qalassan	qalassan	qa/lassa	qa/lassa			,	QA/LASSAN	QA/LASSA
1	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	7	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	7	N1S	NSF	13442	θάλασσα	θαλασσα	θαλασσα	θάλασσα	qa/lassa	qalassa	qalassa	qa/lassa	qa/lassa				QA/LASSA	QA/LASSA
1	7	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	7	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/	ei)mi/				E)/STAI	EI)MI/
1	7	V6	PMPNSF	6895041	ἐμπιμπλαμένη	ἐμπιμπλαμενη	εμπιμπλαμενη	ἐμπίπλημι	e)mpimplame/nh	e)mpimplamenh	empimplamenh	e)mpi/plhmi	e)mpi/plhmi			·	E)MPIMPLAME/NH	PI/MPLHMI        E)N
1	7	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	7	N2	ASM	9474	τόπον	τοπον	τοπον	τόπος	to/pon	topon	topon	to/poj	to/poj			,	TO/PON	TO/POS
1	7	RR	GSM	14	οὗ	οὑ	ου	ὅς	ou~(	ou(	ou	o/(j	o(/j				OU(=	O(/S
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	7	N2	NPM	9858	χείμαρροι	χειμαρροι	χειμαρροι	χειμάρρους	xei/marroi	xeimarroi	xeimarroi	xeima/rrouj	xeima/rrouj				XEI/MARROI	XEIMA/RROUS
1	7	V1	PMI3P	898177	πορεύονται	πορευονται	πορευονται	πορεύομαι	poreu/ontai	poreuontai	poreuontai	poreu/omai	poreu/omai			,	POREU/ONTAI	POREU/OMAI
1	7	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei~	e)kei	ekei	e)kei~	e)kei=				E)KEI=	E)KEI=
1	7	RD	NPM	11	αὐτοὶ	αὐτοι	αυτοι	αὐτός	au)toi\	au)toi	autoi	au)to/j	au)to/j				AU)TOI\	AU)TO/S
1	7	V1	PAI3P	894081	ἐπιστρέφουσιν	ἐπιστρεφουσιν	επιστρεφουσιν	ἐπιστρέφω	e)pistre/fousin	e)pistrefousin	epistrefousin	e)pistre/fw	e)pistre/fw				E)PISTRE/FOUSIN	STRE/FW          E)PI
1	7	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	7	VC	APN	314241	πορευθῆναι	πορευθηναι	πορευθηναι	πορεύομαι	poreuqh~nai	poreuqhnai	poreuqhnai	poreu/omai	poreu/omai			.	POREUQH=NAI	POREU/OMAI
1	8	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
1	8	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
1	8	N2	NPM	9858	λόγοι	λογοι	λογοι	λόγος	lo/goi	logoi	logoi	lo/goj	lo/goj				LO/GOI	LO/GOS
1	8	A1B	NPM	9859	ἔγκοποι	ἐγκοποι	εγκοποι	ἔγκοπος	e/)gkopoi	e)gkopoi	egkopoi	e/)gkopoj	e)/gkopoj			·	E)/GKOPOI	E)/GKOPOS
1	8	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
1	8	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι	dunh/setai	dunhsetai	dunhsetai	du/namai	du/namai				DUNH/SETAI	DU/NAMAI
1	8	N3	NSM	9346	ἀνὴρ	ἀνηρ	ανηρ	ἀνήρ	a)nh\r	a)nhr	anhr	a)nh/r	a)nh/r				A)NH\R	A)NH/R
1	8	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	8	V2	PAN	304513	λαλεῖν	λαλειν	λαλειν	λαλέω	lalei~n	lalein	lalein	lale/w	lale/w			,	LALEI=N	LALE/W
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	8	VS	FPI3S	641153	ἐμπλησθήσεται	ἐμπλησθησεται	εμπλησθησεται	ἐμπίπλημι	e)mplhsqh/setai	e)mplhsqhsetai	emplhsqhsetai	e)mpi/plhmi	e)mpi/plhmi				E)MPLHSQH/SETAI	PI/MPLHMI        E)N
1	8	N2	NSM	9346	ὀφθαλμὸς	ὀφθαλμος	οφθαλμος	ὀφθαλμός	o)fqalmo\j	o)fqalmoj	ofqalmoj	o)fqalmo/j	o)fqalmo/j				O)FQALMO\S	O)FQALMO/S
1	8	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
1	8	V3	PAN	304513	ὁρᾶν	ὁραν	οραν	ὁράω	o(ra~n	o(ran	oran	o(ra/w	o(ra/w			,	O(RA=N	O(RA/W
1	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	8	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
1	8	VC	FPI3S	641153	πληρωθήσεται	πληρωθησεται	πληρωθησεται	πληρόω	plhrwqh/setai	plhrwqhsetai	plhrwqhsetai	plhro/w	plhro/w				PLHRWQH/SETAI	PLHRO/W
1	8	N3	NSN	17538	οὖς	οὐς	ους	οὖς	ou~)j	ou)j	ouj	ou~)j	ou)=j				OU)=S	OU)=S
1	8	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	8	N3I	GSF	13634	ἀκροάσεως	ἀκροασεως	ακροασεως	ἀκρόασις	a)kroa/sewj	a)kroasewj	akroasewj	a)kro/asij	a)kro/asij			.	A)KROA/SEWS	A)KRO/ASIS
1	9	RI	NSN	12	τί	τι	τι	τίς	ti/	ti	ti	ti/j	ti/j				TI/	TI/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	9	VX	XAPNSN	8990145	γεγονός	γεγονος	γεγονος	γίνομαι	gegono/j	gegonoj	gegonoj	gi/nomai	gi/nomai			,	GEGONO/S	GI/GNOMAI
1	9	RD	NSN	11	αὐτὸ	αὐτο	αυτο	αὐτός	au)to\	au)to	auto	au)to/j	au)to/j				AU)TO\	AU)TO/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	9	VF	FMPNSN	8993217	γενησόμενον	γενησομενον	γενησομενον	γίνομαι	genhso/menon	genhsomenon	genhsomenon	gi/nomai	gi/nomai			·	GENHSO/MENON	GI/GNOMAI
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	RI	NSN	12	τί	τι	τι	τίς	ti/	ti	ti	ti/j	ti/j				TI/	TI/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	9	VM	XPPNSN	8998337	πεποιημένον	πεποιημενον	πεποιημενον	ποιέω	pepoihme/non	pepoihmenon	pepoihmenon	poie/w	poie/w			,	PEPOIHME/NON	POIE/W
1	9	RD	NSN	11	αὐτὸ	αὐτο	αυτο	αὐτός	au)to\	au)to	auto	au)to/j	au)to/j				AU)TO\	AU)TO/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
1	9	VC	FPPNSN	8997313	ποιηθησόμενον	ποιηθησομενον	ποιηθησομενον	ποιέω	poihqhso/menon	poihqhsomenon	poihqhsomenon	poie/w	poie/w			·	POIHQHSO/MENON	POIE/W
1	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	9	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	9	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί	e/)stin	e)stin	estin	ei)mi/	ei)mi/				E)/STIN	EI)MI/
1	9	A3	NSN	17539	πᾶν	παν	παν	πᾶς	pa~n	pan	pan	pa~j	pa=j				PA=N	PA=S
1	9	A1B	NSN	17539	πρόσφατον	προσφατον	προσφατον	πρόσφατος	pro/sfaton	prosfaton	prosfaton	pro/sfatoj	pro/sfatoj				PRO/SFATON	PRO/SFATOS
1	9	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po\	u(po	upo	u(po/	u(po/				U(PO\	U(PO/
1	9	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
1	9	N2	ASM	9474	ἥλιον	ἡλιον	ηλιον	ἥλιος	h/(lion	h(lion	hlion	h/(lioj	h(/lioj			.	H(/LION	H(/LIOS
1	10	RR	NSM	14	ὃς	ὁς	ος	ὅς	o\(j	o(j	oj	o/(j	o(/j				O(\S	O(/S
1	10	VF	FAI3S	632961	λαλήσει	λαλησει	λαλησει	λαλέω	lalh/sei	lalhsei	lalhsei	lale/w	lale/w				LALH/SEI	LALE/W
1	10	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	10	VF2	FAI3S	632961	ἐρεῖ	ἐρει	ερει	ἐρέω	e)rei~	e)rei	erei	e)re/w	e)re/w				E)REI=	EI)=PON
1	10	VB	AAD2S	633537	Ἰδὲ	ἰδε	ιδε	ὁράω	I)de\	i)de	ide	o(ra/w	o(ra/w				I)DE\	O(RA/W
1	10	RD	NSN	11	τοῦτο	τουτο	τουτο	οὗτος	tou~to	touto	touto	ou~(toj	ou(=toj				TOU=TO	OU(=TOS
1	10	A1	NSN	17539	καινόν	καινον	καινον	καινός	kaino/n	kainon	kainon	kaino/j	kaino/j				KAINO/N	KAINO/S
1	10	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/	ei)mi/			,	E)STIN	EI)MI/
1	10	D		9	ἤδη	ἠδη	ηδη	ἤδη	h/)dh	h)dh	hdh	h/)dh	h)/dh				H)/DH	H)/DH
1	10	VX	XAI3S	633985	γέγονεν	γεγονεν	γεγονεν	γίνομαι	ge/gonen	gegonen	gegonen	gi/nomai	gi/nomai				GE/GONEN	GI/GNOMAI
1	10	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
1	10	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	10	N3W	DPM	10114	αἰῶσιν	αἰωσιν	αιωσιν	αἰών	ai)w~sin	ai)wsin	aiwsin	ai)w/n	ai)w/n				AI)W=SIN	AI)W/N
1	10	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	10	VB	AMPDPM	5192641	γενομένοις	γενομενοις	γενομενοις	γίνομαι	genome/noij	genomenoij	genomenoij	gi/nomai	gi/nomai				GENOME/NOIS	GI/GNOMAI
1	10	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	10	P		8	ἔμπροσθεν	ἐμπροσθεν	εμπροσθεν	ἔμπροσθεν	e/)mprosqen	e)mprosqen	emprosqen	e/)mprosqen	e)/mprosqen				E)/MPROSQEN	E)/MPROSQEN
1	10	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν	h(mw~n	h(mwn	hmwn	h(mw~n	h(mw=n			.	H(MW=N	E)GW/
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	11	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί	e/)stin	e)stin	estin	ei)mi/	ei)mi/				E)/STIN	EI)MI/
1	11	N1	NSF	13442	μνήμη	μνημη	μνημη	μνήμη	mnh/mh	mnhmh	mnhmh	mnh/mh	mnh/mh				MNH/MH	MNH/MH
1	11	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	11	A1	DPMS	75651	πρώτοις	πρωτοις	πρωτοις	πρῶτος	prw/toij	prwtoij	prwtoij	prw~toj	prw=toj			,	PRW/TOIS	PRW=TOS
1	11	C		4	καί	και	και	καί	kai/	kai	kai	kai/	kai/				KAI/	KAI/
1	11	X		5	γε	γε	γε	γέ	ge	ge	ge	ge/	ge/				GE	GE/
1	11	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
1	11	A1	DPM	10115	ἐσχάτοις	ἐσχατοις	εσχατοις	ἔσχατος	e)sxa/toij	e)sxatoij	esxatoij	e/)sxatoj	e)/sxatoj				E)SXA/TOIS	E)/SXATOS
1	11	VB	AMPDPM	5192641	γενομένοις	γενομενοις	γενομενοις	γίνομαι	genome/noij	genomenoij	genomenoij	gi/nomai	gi/nomai				GENOME/NOIS	GI/GNOMAI
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	11	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/	ei)mi/				E)/STAI	EI)MI/
1	11	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j	au)to/j				AU)TOI=S	AU)TO/S
1	11	N1	NSF	13442	μνήμη	μνημη	μνημη	μνήμη	mnh/mh	mnhmh	mnhmh	mnh/mh	mnh/mh				MNH/MH	MNH/MH
1	11	P		8	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/	meta/				META\	META/
1	11	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	11	VF	FMPGPN	9353665	γενησομένων	γενησομενων	γενησομενων	γίνομαι	genhsome/nwn	genhsomenwn	genhsomenwn	gi/nomai	gi/nomai				GENHSOME/NWN	GI/GNOMAI
1	11	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
