1	1	C-	--------	4	Ἐπειδήπερ	ἐπειδηπερ	επειδηπερ	ἐπειδήπερ	E)peidh/per	e)peidhper	epeidhper	e)peidh/per			
1	5	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	5	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(			
1	5	N-	----DPF-	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/raij	h(meraij	hmeraij	h(me/ra			
1	5	N-	----GSM-	9538	Ἡρῴδου	ἡρωδου	ηρωδου	Ἡρῴδης	H(rw/|dou	h(rwdou	hrwdou	H(rw/|dhj			
1	5	N-	----GSM-	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basile/wj	basilewj	basilewj	basileu/j			
1	5	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	5	N-	----GSF-	13634	Ἰουδαίας	ἰουδαιας	ιουδαιας	Ἰουδαία	I)oudai/aj	i)oudaiaj	ioudaiaj	I)oudai/a			
1	5	N-	----NSM-	9346	ἱερεύς	ἱερευς	ιερευς	ἱερεύς	i(ereu/j	i(ereuj	iereuj	i(ereu/j			
1	5	RI	----NSM-	12	τις	τις	τις	τις	tij	tij	tij	tij			
1	5	N-	----DSN-	17794	ὀνόματι	ὀνοματι	ονοματι	ὄνομα	o)no/mati	o)nomati	onomati	o/)noma			
1	5	N-	----NSM-	9346	Ζαχαρίας	ζαχαριας	ζαχαριας	Ζαχαρίας	Zaxari/aj	zaxariaj	zaxariaj	Zaxari/aj			
1	5	P-	--------	7	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k			
1	5	N-	----GSF-	13634	ἐφημερίας	ἐφημεριας	εφημεριας	ἐφημερία	e)fhmeri/aj	e)fhmeriaj	efhmeriaj	e)fhmeri/a			
1	5	N-	----GSM-	9538	Ἀβιά	ἀβια	αβια	Ἀβιά	A)bia/	a)bia	abia	A)bia/			,
1	5	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	N-	----NSF-	13442	γυνὴ	γυνη	γυνη	γυνή	gunh\	gunh	gunh	gunh/			
1	5	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			
1	5	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k			
1	5	RA	----GPF-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	5	N-	----GPF-	14146	θυγατέρων	θυγατερων	θυγατερων	θυγάτηρ	qugate/rwn	qugaterwn	qugaterwn	quga/thr			
1	5	N-	----GSM-	9538	Ἀαρών	ἀαρων	ααρων	Ἀαρών	A)arw/n	a)arwn	aarwn	A)arw/n			,
1	5	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	5	N-	----NSN-	17538	ὄνομα	ὀνομα	ονομα	ὄνομα	o/)noma	o)noma	onoma	o/)noma			
1	5	RP	----GSF-	13	αὐτῆς	αὐτης	αυτης	αὐτός	au)th~j	au)thj	authj	au)to/j			
1	5	N-	----NSF-	13442	Ἐλισάβετ	ἐλισαβετ	ελισαβετ	Ἐλισάβετ	E)lisa/bet	e)lisabet	elisabet	E)lisa/bet			.
1	6	V-	3IAI-P--	894593	ἦσαν	ἠσαν	ησαν	εἰμί	h~)san	h)san	hsan	ei)mi/			
1	6	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	6	A-	----NPM-	9859	δίκαιοι	δικαιοι	δικαιοι	δίκαιος	di/kaioi	dikaioi	dikaioi	di/kaioj			
1	6	A-	----NPM-	9859	ἀμφότεροι	ἀμφοτεροι	αμφοτεροι	ἀμφότεροι	a)mfo/teroi	a)mfoteroi	amfoteroi	a)mfo/teroi			
1	6	P-	--------	7	ἐναντίον	ἐναντιον	εναντιον	ἐναντίον	e)nanti/on	e)nantion	enantion	e)nanti/on			
1	6	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	6	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j			,
1	6	V-	-PMPNPM-	832961	πορευόμενοι	πορευομενοι	πορευομενοι	πορεύομαι	poreuo/menoi	poreuomenoi	poreuomenoi	poreu/omai			
1	6	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	6	A-	----DPF-	14211	πάσαις	πασαις	πασαις	πᾶς	pa/saij	pasaij	pasaij	pa~j			
1	6	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(			
1	6	N-	----DPF-	14210	ἐντολαῖς	ἐντολαις	εντολαις	ἐντολή	e)ntolai~j	e)ntolaij	entolaij	e)ntolh/			
1	6	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	6	N-	----DPN-	18306	δικαιώμασιν	δικαιωμασιν	δικαιωμασιν	δικαίωμα	dikaiw/masin	dikaiwmasin	dikaiwmasin	dikai/wma			
1	6	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	6	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			
1	6	A-	----NPM-	9859	ἄμεμπτοι	ἀμεμπτοι	αμεμπτοι	ἄμεμπτος	a/)memptoi	a)memptoi	amemptoi	a/)memptoj			.
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	D-	--------	8	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)			
1	7	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
1	7	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			
1	7	N-	----NSN-	17538	τέκνον	τεκνον	τεκνον	τέκνον	te/knon	teknon	teknon	te/knon			,
1	7	C-	--------	4	καθότι	καθοτι	καθοτι	καθότι	kaqo/ti	kaqoti	kaqoti	kaqo/ti			
1	7	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
1	7	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
1	7	N-	----NSF-	13442	Ἐλισάβετ	ἐλισαβετ	ελισαβετ	Ἐλισάβετ	E)lisa/bet	e)lisabet	elisabet	E)lisa/bet			
1	7	A-	----NSF-	13443	στεῖρα	στειρα	στειρα	στεῖρα	stei~ra	steira	steira	stei~ra			,
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	A-	----NPM-	9859	ἀμφότεροι	ἀμφοτεροι	αμφοτεροι	ἀμφότεροι	a)mfo/teroi	a)mfoteroi	amfoteroi	a)mfo/teroi			
1	7	V-	-XAPNPM-	830913	προβεβηκότες	προβεβηκοτες	προβεβηκοτες	προβαίνω	probebhko/tej	probebhkotej	probebhkotej	probai/nw			
1	7	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	7	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(			
1	7	N-	----DPF-	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/raij	h(meraij	hmeraij	h(me/ra			
1	7	RP	----GPM-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			
1	7	V-	3IAI-P--	894593	ἦσαν	ἠσαν	ησαν	εἰμί	h~)san	h)san	hsan	ei)mi/			.
1	8	V-	3AMI-S--	637569	Ἐγένετο	ἐγενετο	εγενετο	γίνομαι	E)ge/neto	e)geneto	egeneto	gi/nomai			
1	8	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	8	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	8	RA	----DSN-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	8	V-	-PAN----	304513	ἱερατεύειν	ἱερατευειν	ιερατευειν	ἱερατεύω	i(erateu/ein	i(erateuein	ierateuein	i(erateu/w			
1	8	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j			
1	8	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	8	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	8	N-	----DSF-	13698	τάξει	ταξει	ταξει	τάξις	ta/cei	tacei	tacei	ta/cij			
1	8	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	8	N-	----GSF-	13634	ἐφημερίας	ἐφημεριας	εφημεριας	ἐφημερία	e)fhmeri/aj	e)fhmeriaj	efhmeriaj	e)fhmeri/a			
1	8	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	8	P-	--------	7	ἔναντι	ἐναντι	εναντι	ἔναντι	e/)nanti	e)nanti	enanti	e/)nanti			
1	8	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	8	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j			
1	9	P-	--------	7	κατὰ	κατα	κατα	κατά	kata\	kata	kata	kata/			
1	9	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	9	N-	----ASN-	17666	ἔθος	ἐθος	εθος	ἔθος	e/)qoj	e)qoj	eqoj	e/)qoj			
1	9	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	9	N-	----GSF-	13634	ἱερατείας	ἱερατειας	ιερατειας	ἱερατεία	i(eratei/aj	i(erateiaj	ierateiaj	i(eratei/a			
1	9	V-	3AAI-S--	633473	ἔλαχε	ἐλαχε	ελαχε	λαγχάνω	e/)laxe	e)laxe	elaxe	lagxa/nw			
1	9	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	9	V-	-AAN----	306049	θυμιᾶσαι	θυμιασαι	θυμιασαι	θυμιάω	qumia~sai	qumiasai	qumiasai	qumia/w			
1	9	V-	-AAPNSM-	568257	εἰσελθὼν	εἰσελθων	εισελθων	εἰσέρχομαι	ei)selqw\n	ei)selqwn	eiselqwn	ei)se/rxomai			
1	9	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
1	9	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
1	9	N-	----ASM-	9474	ναὸν	ναον	ναον	ναός	nao\n	naon	naon	nao/j			
1	9	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	9	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			,
1	10	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	10	A-	----NSN-	17539	πᾶν	παν	παν	πᾶς	pa~n	pan	pan	pa~j			
1	10	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	10	N-	----NSN-	17538	πλῆθος	πληθος	πληθος	πλῆθος	plh~qoj	plhqoj	plhqoj	plh~qoj			
1	10	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
1	10	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	10	N-	----GSM-	9538	λαοῦ	λαου	λαου	λαός	laou~	laou	laou	lao/j			
1	10	V-	-PMPNSN-	570817	προσευχόμενον	προσευχομενον	προσευχομενον	προσεύχομαι	proseuxo/menon	proseuxomenon	proseuxomenon	proseu/xomai			
1	10	D-	--------	8	ἔξω	ἐξω	εξω	ἔξω	e/)cw	e)cw	ecw	e/)cw			
1	10	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	10	N-	----DSF-	13698	ὥρᾳ	ὡρα	ωρα	ὥρα	w/(ra|	w(ra	wra	w/(ra			
1	10	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	10	N-	----GSN-	17730	θυμιάματος	θυμιαματος	θυμιαματος	θυμίαμα	qumia/matoj	qumiamatoj	qumiamatoj	qumi/ama			·
1	11	V-	3API-S--	2673281	ὤφθη	ὠφθη	ωφθη	ὁράω	w/)fqh	w)fqh	wfqh	o(ra/w			
1	11	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	11	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			
1	11	N-	----NSM-	9346	ἄγγελος	ἀγγελος	αγγελος	ἄγγελος	a/)ggeloj	a)ggeloj	aggeloj	a/)ggeloj			
1	11	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			
1	11	V-	-XAPNSM-	568769	ἑστὼς	ἑστως	εστως	ἵστημι	e(stw\j	e(stwj	estwj	i/(sthmi			
1	11	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k			
1	11	A-	----GPN-	18243	δεξιῶν	δεξιων	δεξιων	δεξιός	deciw~n	deciwn	deciwn	decio/j			
1	11	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	11	N-	----GSN-	17730	θυσιαστηρίου	θυσιαστηριου	θυσιαστηριου	θυσιαστήριον	qusiasthri/ou	qusiasthriou	qusiasthriou	qusiasth/rion			
1	11	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	11	N-	----GSN-	17730	θυμιάματος	θυμιαματος	θυμιαματος	θυμίαμα	qumia/matoj	qumiamatoj	qumiamatoj	qumi/ama			.
1	12	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	12	V-	3API-S--	2673281	ἐταράχθη	ἐταραχθη	εταραχθη	ταράσσω	e)tara/xqh	e)taraxqh	etaraxqh	tara/ssw			
1	12	N-	----NSM-	9346	Ζαχαρίας	ζαχαριας	ζαχαριας	Ζαχαρίας	Zaxari/aj	zaxariaj	zaxariaj	Zaxari/aj			
1	12	V-	-AAPNSM-	568257	ἰδών	ἰδων	ιδων	ὁράω	i)dw/n	i)dwn	idwn	o(ra/w			,
1	12	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	12	N-	----NSM-	9346	φόβος	φοβος	φοβος	φόβος	fo/boj	foboj	foboj	fo/boj			
1	12	V-	3AAI-S--	633473	ἐπέπεσεν	ἐπεπεσεν	επεπεσεν	ἐπιπίπτω	e)pe/pesen	e)pepesen	epepesen	e)pipi/ptw			
1	12	P-	--------	7	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/			
1	12	RP	----ASM-	13	αὐτόν	αὐτον	αυτον	αὐτός	au)to/n	au)ton	auton	au)to/j			.
1	13	V-	3AAI-S--	633473	εἶπεν	εἰπεν	ειπεν	λέγω	ei~)pen	ei)pen	eipen	le/gw			
1	13	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
1	13	P-	--------	7	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j			
1	13	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j			
1	13	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	13	N-	----NSM-	9346	ἄγγελος	ἀγγελος	αγγελος	ἄγγελος	a/)ggeloj	a)ggeloj	aggeloj	a/)ggeloj			·
1	13	D-	--------	8	Μὴ	μη	μη	μή	Mh\	mh	mh	mh/			
1	13	V-	2PMD-S--	636097	φοβοῦ	φοβου	φοβου	φοβέομαι	fobou~	fobou	fobou	fobe/omai			,
1	13	N-	----VSM-	9410	Ζαχαρία	ζαχαρια	ζαχαρια	Ζαχαρίας	Zaxari/a	zaxaria	zaxaria	Zaxari/aj			,
1	13	C-	--------	4	διότι	διοτι	διοτι	διότι	dio/ti	dioti	dioti	dio/ti			
1	13	V-	3API-S--	2673281	εἰσηκούσθη	εἰσηκουσθη	εισηκουσθη	εἰσακούω	ei)shkou/sqh	ei)shkousqh	eishkousqh	ei)sakou/w			
1	13	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
1	13	N-	----NSF-	13442	δέησίς	δεησις	δεησις	δέησις	de/hsi/j	dehsij	dehsij	de/hsij			
1	13	RP	----GS--	13	σου	σου	σου	σύ	sou	sou	sou	su/			,
1	13	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	13	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
1	13	N-	----NSF-	13442	γυνή	γυνη	γυνη	γυνή	gunh/	gunh	gunh	gunh/			
1	13	RP	----GS--	13	σου	σου	σου	σύ	sou	sou	sou	su/			
1	13	N-	----NSF-	13442	Ἐλισάβετ	ἐλισαβετ	ελισαβετ	Ἐλισάβετ	E)lisa/bet	e)lisabet	elisabet	E)lisa/bet			
1	13	V-	3FAI-S--	632961	γεννήσει	γεννησει	γεννησει	γεννάω	gennh/sei	gennhsei	gennhsei	genna/w			
1	13	N-	----ASM-	9474	υἱόν	υἱον	υιον	υἱός	ui(o/n	ui(on	uion	ui(o/j			
1	13	RP	----DS--	13	σοι	σοι	σοι	σύ	soi	soi	soi	su/			,
1	13	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	13	V-	2FAI-S--	632961	καλέσεις	καλεσεις	καλεσεις	καλέω	kale/seij	kaleseij	kaleseij	kale/w			
1	13	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	13	N-	----ASN-	17666	ὄνομα	ὀνομα	ονομα	ὄνομα	o/)noma	o)noma	onoma	o/)noma			
1	13	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	13	N-	----ASM-	9474	Ἰωάννην	ἰωαννην	ιωαννην	Ἰωάννης	I)wa/nnhn	i)wannhn	iwannhn	I)wa/nnhj			·
1	14	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	14	V-	3FMI-S--	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/			
1	14	N-	----NSF-	13442	χαρά	χαρα	χαρα	χαρά	xara/	xara	xara	xara/			
1	14	RP	----DS--	13	σοι	σοι	σοι	σύ	soi	soi	soi	su/			
1	14	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	14	N-	----NSF-	13442	ἀγαλλίασις	ἀγαλλιασις	αγαλλιασις	ἀγαλλίασις	a)galli/asij	a)galliasij	agalliasij	a)galli/asij			,
1	14	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	14	A-	----NPM-	9859	πολλοὶ	πολλοι	πολλοι	πολύς	polloi\	polloi	polloi	polu/j			
1	14	P-	--------	7	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/			
1	14	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	14	N-	----DSF-	13698	γενέσει	γενεσει	γενεσει	γένεσις	gene/sei	genesei	genesei	ge/nesij			
1	14	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	14	V-	3FPI-P--	2934913	χαρήσονται	χαρησονται	χαρησονται	χαίρω	xarh/sontai	xarhsontai	xarhsontai	xai/rw			·
1	15	V-	3FMI-S--	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/			
1	15	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
1	15	A-	----NSM-	9347	μέγας	μεγας	μεγας	μέγας	me/gaj	megaj	megaj	me/gaj			
1	15	P-	--------	7	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιον	e)nw/pion	e)nwpion	enwpion	e)nw/pion			
1	15	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	15	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj			,
1	15	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	15	N-	----ASM-	9474	οἶνον	οἰνον	οινον	οἶνος	oi~)non	oi)non	oinon	oi~)noj			
1	15	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	15	N-	----ASN-	17666	σίκερα	σικερα	σικερα	σίκερα	si/kera	sikera	sikera	si/kera			
1	15	D-	--------	8	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)			
1	15	D-	--------	8	μὴ	μη	μη	μή	mh\	mh	mh	mh/			
1	15	V-	3AAS-S--	633601	πίῃ	πιη	πιη	πίνω	pi/h|	pih	pih	pi/nw			,
1	15	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	15	N-	----GSN-	17730	πνεύματος	πνευματος	πνευματος	πνεῦμα	pneu/matoj	pneumatoj	pneumatoj	pneu~ma			
1	15	A-	----GSN-	17731	ἁγίου	ἁγιου	αγιου	ἅγιος	a(gi/ou	a(giou	agiou	a/(gioj			
1	15	V-	3FPI-S--	2672769	πλησθήσεται	πλησθησεται	πλησθησεται	πίμπλημι	plhsqh/setai	plhsqhsetai	plhsqhsetai	pi/mplhmi			
1	15	D-	--------	8	ἔτι	ἐτι	ετι	ἔτι	e/)ti	e)ti	eti	e/)ti			
1	15	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k			
1	15	N-	----GSF-	13634	κοιλίας	κοιλιας	κοιλιας	κοιλία	koili/aj	koiliaj	koiliaj	koili/a			
1	15	N-	----GSF-	13634	μητρὸς	μητρος	μητρος	μήτηρ	mhtro\j	mhtroj	mhtroj	mh/thr			
