1	1	N-	----NSF-	13442	Ἀποκάλυψις	ἀποκαλυψις	αποκαλυψις	ἀποκάλυψις	A)poka/luyij	a)pokaluyij	apokaluyij	a)poka/luyij			
1	1	N-	----GSM-	9538	ἀγγέλου	ἀγγελου	αγγελου	ἄγγελος	a)gge/lou	a)ggelou	aggelou	a/)ggeloj			
1	1	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	1	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	1	N-	----DSM-	9602	δούλῳ	δουλω	δουλω	δοῦλος	dou/lw|	doulw	doulw	dou~loj			
1	1	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	1	N-	----DSM-	9602	Ἰωάννῃ	ἰωαννη	ιωαννη	Ἰωάννης	I)wa/nnh|	i)wannh	iwannh	I)wa/nnhj			,
1	2	RR	----NSM-	14	ὃς	ὁς	ος	ὅς	o\(j	o(j	oj	o/(j			
1	2	V-	3AAI-S--	633473	ἐμαρτύρησεν	ἐμαρτυρησεν	εμαρτυρησεν	μαρτυρέω	e)martu/rhsen	e)marturhsen	emarturhsen	marture/w			
1	2	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
1	2	N-	----ASM-	9474	λόγον	λογον	λογον	λόγος	lo/gon	logon	logon	lo/goj			
1	2	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	2	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j			
1	2	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	2	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	2	N-	----ASF-	13570	μαρτυρίαν	μαρτυριαν	μαρτυριαν	μαρτυρία	marturi/an	marturian	marturian	marturi/a			
1	2	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			
1	2	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός	Xristou~	xristou	xristou	Xristo/j			,
1	2	RR	----APN-	14	ὅσα	ὁσα	οσα	ὅσος	o/(sa	o(sa	osa	o/(soj			
1	2	V-	3AAI-S--	633473	εἶδεν	εἰδεν	ειδεν	ὁράω	ei~)den	ei)den	eiden	o(ra/w			.
1	3	A-	----NSM-	9347	μακάριος	μακαριος	μακαριος	μακάριος	maka/rioj	makarioj	makarioj	maka/rioj			
1	3	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	3	V-	-PAPNSM-	566721	ἀναγινώσκων	ἀναγινωσκων	αναγινωσκων	ἀναγινώσκω	a)naginw/skwn	a)naginwskwn	anaginwskwn	a)naginw/skw			
1	3	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	3	RA	----NPM-	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(			
1	3	V-	-PAPNPM-	828865	ἀκούοντες	ἀκουοντες	ακουοντες	ἀκούω	a)kou/ontej	a)kouontej	akouontej	a)kou/w			
1	3	RA	----APM-	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(			
1	3	N-	----APM-	9986	λόγους	λογους	λογους	λόγος	lo/gouj	logouj	logouj	lo/goj			
1	3	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	3	N-	----GSF-	13634	προφητείας	προφητειας	προφητειας	προφητεία	profhtei/aj	profhteiaj	profhteiaj	profhtei/a			
1	3	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	3	V-	-PAPNPM-	828865	τηροῦντες	τηρουντες	τηρουντες	τηρέω	throu~ntej	thrountej	thrountej	thre/w			
1	3	RA	----APN-	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(			
1	3	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	3	RP	----DSF-	13	αὐτῇ	αὐτη	αυτη	αὐτός	au)th~|	au)th	auth	au)to/j			
1	3	V-	-XPPAPN-	9326017	γεγραμμένα	γεγραμμενα	γεγραμμενα	γράφω	gegramme/na	gegrammena	gegrammena	gra/fw			,
1	3	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	3	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
1	3	N-	----NSM-	9346	καιρὸς	καιρος	καιρος	καιρός	kairo\j	kairoj	kairoj	kairo/j			
1	3	D-	--------	8	ἐγγύς	ἐγγυς	εγγυς	ἐγγύς	e)ggu/j	e)gguj	egguj	e)ggu/j			.
1	4	N-	----NSM-	9346	Ἰωάννης	ἰωαννης	ιωαννης	Ἰωάννης	I)wa/nnhj	i)wannhj	iwannhj	I)wa/nnhj			
1	4	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(			
1	4	A-	----DPF-	14211	ἑπτὰ	ἑπτα	επτα	ἑπτά	e(pta\	e(pta	epta	e(pta/			
1	4	N-	----DPF-	14210	ἐκκλησίαις	ἐκκλησιαις	εκκλησιαις	ἐκκλησία	e)kklhsi/aij	e)kklhsiaij	ekklhsiaij	e)kklhsi/a			
1	4	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(			
1	4	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	4	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	4	N-	----DSF-	13698	Ἀσίᾳ	ἀσια	ασια	Ἀσία	A)si/a|	a)sia	asia	A)si/a			·
1	4	N-	----NSF-	13442	χάρις	χαρις	χαρις	χάρις	xa/rij	xarij	xarij	xa/rij			
1	4	RP	----DP--	13	ὑμῖν	ὑμιν	υμιν	σύ	u(mi~n	u(min	umin	su/			
1	4	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	4	N-	----NSF-	13442	εἰρήνη	εἰρηνη	ειρηνη	εἰρήνη	ei)rh/nh	ei)rhnh	eirhnh	ei)rh/nh			
1	4	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/			
1	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	4	V-	-PAPNSM-	566721	ὢν	ὠν	ων	εἰμί	w\)n	w)n	wn	ei)mi/			
1	4	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	4	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
1	4	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	4	V-	-PMPNSM-	570817	ἐρχόμενος	ἐρχομενος	ερχομενος	ἔρχομαι	e)rxo/menoj	e)rxomenoj	erxomenoj	e/)rxomai			,
1	4	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	4	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/			
1	4	RA	----GPN-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	4	A-	----GPN-	18243	ἑπτὰ	ἑπτα	επτα	ἑπτά	e(pta\	e(pta	epta	e(pta/			
1	4	N-	----GPN-	18242	πνευμάτων	πνευματων	πνευματων	πνεῦμα	pneuma/twn	pneumatwn	pneumatwn	pneu~ma			
1	4	RR	----NPN-	14	ἃ	ἁ	α	ὅς	a\(	a(	a	o/(j			
1	4	P-	--------	7	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιον	e)nw/pion	e)nwpion	enwpion	e)nw/pion			
1	4	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	4	N-	----GSM-	9538	θρόνου	θρονου	θρονου	θρόνος	qro/nou	qronou	qronou	qro/noj			
1	4	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			,
1	5	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/			
1	5	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			
1	5	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός	Xristou~	xristou	xristou	Xristo/j			,
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	5	N-	----NSM-	9346	μάρτυς	μαρτυς	μαρτυς	μάρτυς	ma/rtuj	martuj	martuj	ma/rtuj			
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	5	A-	----NSM-	9347	πιστός	πιστος	πιστος	πιστός	pisto/j	pistoj	pistoj	pisto/j			,
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	5	A-	----NSM-	9347	πρωτότοκος	πρωτοτοκος	πρωτοτοκος	πρωτότοκος	prwto/tokoj	prwtotokoj	prwtotokoj	prwto/tokoj			
1	5	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	5	A-	----GPM-	10051	νεκρῶν	νεκρων	νεκρων	νεκρός	nekrw~n	nekrwn	nekrwn	nekro/j			
1	5	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	5	N-	----NSM-	9346	ἄρχων	ἀρχων	αρχων	ἄρχων	a/)rxwn	a)rxwn	arxwn	a/)rxwn			
1	5	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	5	N-	----GPM-	10050	βασιλέων	βασιλεων	βασιλεων	βασιλεύς	basile/wn	basilewn	basilewn	basileu/j			
1	5	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	5	N-	----GSF-	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~			.
1	5	RA	----DSM-	10	Τῷ	τω	τω	ὁ	Tw~|	tw	tw	o(			
1	5	V-	-PAPDSM-	566721	ἀγαπῶντι	ἀγαπωντι	αγαπωντι	ἀγαπάω	a)gapw~nti	a)gapwnti	agapwnti	a)gapa/w			
1	5	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ	h(ma~j	h(maj	hmaj	e)gw/			
1	5	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	5	V-	-AAPDSM-	568257	λύσαντι	λυσαντι	λυσαντι	λύω	lu/santi	lusanti	lusanti	lu/w			
1	5	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ	h(ma~j	h(maj	hmaj	e)gw/			
1	5	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k			
1	5	RA	----GPF-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	5	N-	----GPF-	14146	ἁμαρτιῶν	ἁμαρτιων	αμαρτιων	ἁμαρτία	a(martiw~n	a(martiwn	amartiwn	a(marti/a			
1	5	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ	h(mw~n	h(mwn	hmwn	e)gw/			
1	5	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	5	RA	----DSN-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	5	N-	----DSN-	17794	αἵματι	αἱματι	αιματι	αἷμα	ai/(mati	ai(mati	aimati	ai~(ma			
1	5	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	6	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	6	V-	3AAI-S--	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω	e)poi/hsen	e)poihsen	epoihsen	poie/w			
1	6	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ	h(ma~j	h(maj	hmaj	e)gw/			
1	6	N-	----ASF-	13570	βασιλείαν	βασιλειαν	βασιλειαν	βασιλεία	basilei/an	basileian	basileian	basilei/a			,
1	6	N-	----APM-	9986	ἱερεῖς	ἱερεις	ιερεις	ἱερεύς	i(erei~j	i(ereij	iereij	i(ereu/j			
1	6	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
1	6	N-	----DSM-	9602	θεῷ	θεω	θεω	θεός	qew~|	qew	qew	qeo/j			
1	6	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	6	N-	----DSM-	9602	πατρὶ	πατρι	πατρι	πατήρ	patri\	patri	patri	path/r			
1	6	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
1	6	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			
1	6	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
1	6	N-	----NSF-	13442	δόξα	δοξα	δοξα	δόξα	do/ca	doca	doca	do/ca			
1	6	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	6	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	6	N-	----NSN-	17538	κράτος	κρατος	κρατος	κράτος	kra/toj	kratoj	kratoj	kra/toj			
1	6	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
1	6	RA	----APM-	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(			
1	6	N-	----APM-	9986	αἰῶνας	αἰωνας	αιωνας	αἰών	ai)w~naj	ai)wnaj	aiwnaj	ai)w/n			
1	6	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	6	N-	----GPM-	10050	αἰώνων	αἰωνων	αιωνων	αἰών	ai)w/nwn	ai)wnwn	aiwnwn	ai)w/n			·
1	6	X-	--------	5	ἀμήν	ἀμην	αμην	ἀμήν	a)mh/n	a)mhn	amhn	a)mh/n			.
1	7	X-	--------	5	Ἰδοὺ	ἰδου	ιδου	ἰδού	I)dou\	i)dou	idou	i)dou/			
1	7	V-	3PMI-S--	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι	e/)rxetai	e)rxetai	erxetai	e/)rxomai			
1	7	P-	--------	7	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/			
1	7	RA	----GPF-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
1	7	N-	----GPF-	14146	νεφελῶν	νεφελων	νεφελων	νεφέλη	nefelw~n	nefelwn	nefelwn	nefe/lh			,
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	V-	3FMI-S--	637057	ὄψεται	ὀψεται	οψεται	ὁράω	o/)yetai	o)yetai	oyetai	o(ra/w			
1	7	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j			
1	7	A-	----NSM-	9347	πᾶς	πας	πας	πᾶς	pa~j	paj	paj	pa~j			
1	7	N-	----NSM-	9346	ὀφθαλμὸς	ὀφθαλμος	οφθαλμος	ὀφθαλμός	o)fqalmo\j	o)fqalmoj	ofqalmoj	o)fqalmo/j			
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	RR	----NPM-	14	οἵτινες	οἱτινες	οιτινες	ὅστις	oi/(tinej	oi(tinej	oitinej	o/(stij			
1	7	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j			
1	7	V-	3AAI-P--	895617	ἐξεκέντησαν	ἐξεκεντησαν	εξεκεντησαν	ἐκκεντέω	e)ceke/nthsan	e)cekenthsan	ecekenthsan	e)kkente/w			,
1	7	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	7	V-	3FMI-P--	899201	κόψονται	κοψονται	κοψονται	κόπτω	ko/yontai	koyontai	koyontai	ko/ptw			
1	7	P-	--------	7	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/			
1	7	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j			
1	7	A-	----NPF-	13955	πᾶσαι	πασαι	πασαι	πᾶς	pa~sai	pasai	pasai	pa~j			
1	7	RA	----NPF-	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(			
1	7	N-	----NPF-	13954	φυλαὶ	φυλαι	φυλαι	φυλή	fulai\	fulai	fulai	fulh/			
1	7	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
1	7	N-	----GSF-	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~			.
1	7	X-	--------	5	ναί	ναι	ναι	ναί	nai/	nai	nai	nai/			,
1	7	X-	--------	5	ἀμήν	ἀμην	αμην	ἀμήν	a)mh/n	a)mhn	amhn	a)mh/n			.
1	8	RP	----NS--	13	Ἐγώ	ἐγω	εγω	ἐγώ	E)gw/	e)gw	egw	e)gw/			
1	8	V-	1PAI-S--	599169	εἰμι	εἰμι	ειμι	εἰμί	ei)mi	ei)mi	eimi	ei)mi/			
1	8	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	8	N-	----NSN-	17538	Ἄλφα	ἀλφα	αλφα	Ἄλφα	A/)lfa	a)lfa	alfa	A/)lfa			
1	8	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	8	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
1	8	N-	----NSN-	17538	Ὦ	ὠ	ω	Ὦ	W~)	w)	w	W~)			,
1	8	V-	3PAI-S--	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw			
1	8	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj			,
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	8	N-	----NSM-	9346	θεός	θεος	θεος	θεός	qeo/j	qeoj	qeoj	qeo/j			,
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	8	V-	-PAPNSM-	566721	ὢν	ὠν	ων	εἰμί	w\)n	w)n	wn	ei)mi/			
1	8	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	8	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/			
1	8	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	8	V-	-PMPNSM-	570817	ἐρχόμενος	ἐρχομενος	ερχομενος	ἔρχομαι	e)rxo/menoj	e)rxomenoj	erxomenoj	e/)rxomai			,
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	8	N-	----NSM-	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr	pantokratwr	pantokratwr	pantokra/twr			.
1	9	RP	----NS--	13	Ἐγὼ	ἐγω	εγω	ἐγώ	E)gw\	e)gw	egw	e)gw/			
1	9	N-	----NSM-	9346	Ἰωάννης	ἰωαννης	ιωαννης	Ἰωάννης	I)wa/nnhj	i)wannhj	iwannhj	I)wa/nnhj			,
1	9	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
1	9	N-	----NSM-	9346	ἀδελφὸς	ἀδελφος	αδελφος	ἀδελφός	a)delfo\j	a)delfoj	adelfoj	a)delfo/j			
1	9	RP	----GP--	13	ὑμῶν	ὑμων	υμων	σύ	u(mw~n	u(mwn	umwn	su/			
1	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	9	N-	----NSM-	9346	συγκοινωνὸς	συγκοινωνος	συγκοινωνος	συγκοινωνός	sugkoinwno\j	sugkoinwnoj	sugkoinwnoj	sugkoinwno/j			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	9	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	9	N-	----DSF-	13698	θλίψει	θλιψει	θλιψει	θλῖψις	qli/yei	qliyei	qliyei	qli~yij			
1	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	9	N-	----DSF-	13698	βασιλείᾳ	βασιλεια	βασιλεια	βασιλεία	basilei/a|	basileia	basileia	basilei/a			
1	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	9	N-	----DSF-	13698	ὑπομονῇ	ὑπομονη	υπομονη	ὑπομονή	u(pomonh~|	u(pomonh	upomonh	u(pomonh/			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	9	N-	----DSM-	9602	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			,
1	9	V-	1AMI-S--	604801	ἐγενόμην	ἐγενομην	εγενομην	γίνομαι	e)geno/mhn	e)genomhn	egenomhn	gi/nomai			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	9	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	9	N-	----DSF-	13698	νήσῳ	νησω	νησω	νῆσος	nh/sw|	nhsw	nhsw	nh~soj			
1	9	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	9	V-	-PPPDSF-	7030209	καλουμένῃ	καλουμενη	καλουμενη	καλέω	kaloume/nh|	kaloumenh	kaloumenh	kale/w			
1	9	N-	----DSF-	13698	Πάτμῳ	πατμω	πατμω	Πάτμος	Pa/tmw|	patmw	patmw	Pa/tmoj			
1	9	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
1	9	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
1	9	N-	----ASM-	9474	λόγον	λογον	λογον	λόγος	lo/gon	logon	logon	lo/goj			
1	9	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
1	9	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j			
1	9	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	9	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
1	9	N-	----ASF-	13570	μαρτυρίαν	μαρτυριαν	μαρτυριαν	μαρτυρία	marturi/an	marturian	marturian	marturi/a			
1	9	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς	I)hsou~	i)hsou	ihsou	I)hsou~j			.
1	10	V-	1AMI-S--	604801	ἐγενόμην	ἐγενομην	εγενομην	γίνομαι	e)geno/mhn	e)genomhn	egenomhn	gi/nomai			
1	10	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	10	N-	----DSN-	17794	πνεύματι	πνευματι	πνευματι	πνεῦμα	pneu/mati	pneumati	pneumati	pneu~ma			
1	10	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
1	10	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
1	10	A-	----DSF-	13699	κυριακῇ	κυριακη	κυριακη	κυριακός	kuriakh~|	kuriakh	kuriakh	kuriako/j			
1	10	N-	----DSF-	13698	ἡμέρᾳ	ἡμερα	ημερα	ἡμέρα	h(me/ra|	h(mera	hmera	h(me/ra			,
1	10	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
1	10	V-	1AAI-S--	600705	ἤκουσα	ἠκουσα	ηκουσα	ἀκούω	h/)kousa	h)kousa	hkousa	a)kou/w			
1	10	P-	--------	7	ὀπίσω	ὀπισω	οπισω	ὀπίσω	o)pi/sw	o)pisw	opisw	o)pi/sw			
1	10	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			
1	10	N-	----ASF-	13570	φωνὴν	φωνην	φωνην	φωνή	fwnh\n	fwnhn	fwnhn	fwnh/			
1	10	A-	----ASF-	13571	μεγάλην	μεγαλην	μεγαλην	μέγας	mega/lhn	megalhn	megalhn	me/gaj			
1	10	C-	--------	4	ὡς	ὡς	ως	ὡς	w(j	w(j	wj	w(j			
1	10	N-	----GSF-	13634	σάλπιγγος	σαλπιγγος	σαλπιγγος	σάλπιγξ	sa/lpiggoj	salpiggoj	salpiggoj	sa/lpigc			
